attribute,value
pressureInd,"(-inf, 34.6227596835854>"
pressureInd,"(34.6227596835854, 62.6558527789077>"
pressureInd,"(62.6558527789077, 63.752659191576754>"
pressureInd,"(63.752659191576754, 64.97696651434154>"
pressureInd,"(64.97696651434154, 70.1986086112237>"
pressureInd,"(70.1986086112237, 72.7091141110614>"
pressureInd,"(72.7091141110614, 72.71631579483005>"
pressureInd,"(72.71631579483005, 73.67604199811485>"
pressureInd,"(73.67604199811485, 73.92944142360406>"
pressureInd,"(73.92944142360406, 75.66673329804391>"
pressureInd,"(75.66673329804391, 78.83563136302615>"
pressureInd,"(78.83563136302615, 79.07526160098746>"
pressureInd,"(79.07526160098746, 79.1835625770047>"
pressureInd,"(79.1835625770047, 95.8074487871441>"
pressureInd,"(95.8074487871441, 95.819708208992>"
pressureInd,"(95.819708208992, 96.16274371714825>"
pressureInd,"(96.16274371714825, 96.1699824144167>"
pressureInd,"(96.1699824144167, 96.24593653777185>"
pressureInd,"(96.24593653777185, 96.85923433116241>"
pressureInd,"(96.85923433116241, 97.89683694425995>"
pressureInd,"(97.89683694425995, 100.7730497699385>"
pressureInd,"(100.7730497699385, 101.136547458738>"
pressureInd,"(101.136547458738, 103.71695825453551>"
pressureInd,"(103.71695825453551, 103.769720527495>"
pressureInd,"(103.769720527495, 103.788841970142>"
pressureInd,"(103.788841970142, 103.8618611829175>"
pressureInd,"(103.8618611829175, 103.88611743448149>"
pressureInd,"(103.88611743448149, 108.566975924077>"
pressureInd,"(108.566975924077, 113.0573370904355>"
pressureInd,"(113.0573370904355, 118.403221252285>"
pressureInd,"(118.403221252285, 118.8304836362985>"
pressureInd,"(118.8304836362985, 120.3913869874975>"
pressureInd,"(120.3913869874975, 133.6314224166255>"
pressureInd,"(133.6314224166255, 146.4079759042965>"
pressureInd,"(146.4079759042965, 146.94825093545398>"
pressureInd,"(146.94825093545398, 159.8904066305475>"
pressureInd,"(159.8904066305475, inf)"
temperatureInd,"(-inf, 45.85005640545965>"
temperatureInd,"(45.85005640545965, 52.8199068607465>"
temperatureInd,"(52.8199068607465, 54.5532494374605>"
temperatureInd,"(54.5532494374605, 54.7141346365269>"
temperatureInd,"(54.7141346365269, 57.10779338186015>"
temperatureInd,"(57.10779338186015, 58.470733466891204>"
temperatureInd,"(58.470733466891204, 59.8509791337182>"
temperatureInd,"(59.8509791337182, 61.58767430551785>"
temperatureInd,"(61.58767430551785, 63.02588294605785>"
temperatureInd,"(63.02588294605785, 69.87737703750815>"
temperatureInd,"(69.87737703750815, 86.2623798320256>"
temperatureInd,"(86.2623798320256, 86.82107166914415>"
temperatureInd,"(86.82107166914415, 90.8826906523314>"
temperatureInd,"(90.8826906523314, 101.341142677308>"
temperatureInd,"(101.341142677308, 102.9927680246105>"
temperatureInd,"(102.9927680246105, 105.55565923166449>"
temperatureInd,"(105.55565923166449, 106.796606222377>"
temperatureInd,"(106.796606222377, 114.827284014172>"
temperatureInd,"(114.827284014172, 114.93586072381751>"
temperatureInd,"(114.93586072381751, 115.10087562397149>"
temperatureInd,"(115.10087562397149, 115.4193894436795>"
temperatureInd,"(115.4193894436795, 115.878332286117>"
temperatureInd,"(115.878332286117, 116.2937949525885>"
temperatureInd,"(116.2937949525885, 118.035273225738>"
temperatureInd,"(118.035273225738, 120.724314391403>"
temperatureInd,"(120.724314391403, 125.4524548364225>"
temperatureInd,"(125.4524548364225, 134.3132461180125>"
temperatureInd,"(134.3132461180125, 136.6958404649315>"
temperatureInd,"(136.6958404649315, 141.310004676369>"
temperatureInd,"(141.310004676369, 160.2769203891305>"
temperatureInd,"(160.2769203891305, inf)"
moistureInd,"(-inf, 64.73805800733714>"
moistureInd,"(64.73805800733714, 79.48080453831989>"
moistureInd,"(79.48080453831989, 81.07048944322969>"
moistureInd,"(81.07048944322969, 82.69785343719215>"
moistureInd,"(82.69785343719215, 83.2058797856551>"
moistureInd,"(83.2058797856551, 83.8386520994664>"
moistureInd,"(83.8386520994664, 84.9384980476724>"
moistureInd,"(84.9384980476724, 88.74221189757395>"
moistureInd,"(88.74221189757395, 88.92721967023105>"
moistureInd,"(88.92721967023105, 89.2460678342728>"
moistureInd,"(89.2460678342728, 89.48423303886864>"
moistureInd,"(89.48423303886864, 89.827760483334>"
moistureInd,"(89.827760483334, 93.13278638708175>"
moistureInd,"(93.13278638708175, 93.49383949572504>"
moistureInd,"(93.49383949572504, 94.83530241811701>"
moistureInd,"(94.83530241811701, 99.1228641685141>"
moistureInd,"(99.1228641685141, 110.437114814551>"
moistureInd,"(110.437114814551, 112.6262502775635>"
moistureInd,"(112.6262502775635, 112.75250149284>"
moistureInd,"(112.75250149284, 112.9748908936575>"
moistureInd,"(112.9748908936575, 113.2741490600715>"
moistureInd,"(113.2741490600715, 114.754961810546>"
moistureInd,"(114.754961810546, 115.259332495195>"
moistureInd,"(115.259332495195, 116.8793702431665>"
moistureInd,"(116.8793702431665, 119.8410200322055>"
moistureInd,"(119.8410200322055, inf)"
