id,left,right
0,5,22
1,304,22
2,47,22
3,168,22
4,111,20
5,228,22
6,97,22
7,97,22
8,128,22
9,128,22
10,259,20
11,85,22
12,102,22
13,99,22
14,2,22
15,100,22
16,259,20
17,100,22
18,102,22
19,47,22
20,228,22
21,100,22
22,102,22
23,259,20
24,85,22
25,97,22
26,228,22
27,5,22
28,228,22
29,31,22
30,323,20
31,228,22
32,333,25
33,102,22
34,111,20
35,128,22
36,289,25
37,228,22
38,168,22
39,228,22
40,97,22
41,85,22
42,228,22
43,99,22
44,100,22
45,18,22
46,228,22
47,47,22
48,85,22
49,31,22
50,259,20
51,31,22
52,97,22
53,259,20
54,100,22
55,210,20
56,23,20
57,47,22
58,100,22
59,7,22
60,228,22
61,281,20
62,100,22
63,102,22
64,228,22
65,22,22
66,100,22
67,97,22
68,128,22
69,238,23
70,99,22
71,259,20
72,102,22
73,289,25
74,97,22
75,47,22
76,228,22
77,100,22
78,85,22
79,13,20
80,100,22
81,9,22
82,96,20
83,228,22
84,228,22
85,102,22
86,128,22
