id,distance,n_actions
0,0.034021,1
1,0.042234,1
2,0.030948,1
3,0.029479,1
4,0.023999,1
5,0.030901,2
6,0.030051,2
7,0.013920,1
8,0.036554,2
9,0.035247,2
10,0.027666,2
11,0.033499,2
12,0.012522,1
13,0.013946,1
14,0.035247,2
15,0.048056,3
16,0.054177,3
17,0.038319,2
18,0.035035,2
19,0.058434,3
20,0.031935,1
21,0.034169,2
22,0.045743,3
23,0.051326,3
24,0.051993,1
25,0.054178,3
26,0.020852,1
27,0.054268,3
28,0.034251,2
29,0.034610,2
30,0.017580,1
31,0.049106,3
32,0.027215,1
33,0.022319,1
34,0.017653,1
35,0.037621,3
36,0.047428,3
37,0.017653,1
38,0.032290,2
39,0.048727,3
40,0.037325,3
41,0.043526,3
