id,left,right
0,32,20
1,97,21
2,35,25
3,97,21
4,32,20
5,7,21
6,35,25
7,7,21
8,131,21
9,35,25
10,4,21
11,1,21
12,59,20
13,131,21
14,131,21
15,131,21
16,35,25
17,131,21
18,35,25
19,4,25
20,131,21
21,12,20
22,131,21
23,131,21
24,12,20
25,0,25
26,0,25
27,0,25
28,68,21
29,0,21
30,13,20
31,23,26
32,23,20
33,8,25
34,6,25
35,5,25
36,20,25
37,18,26
38,6,25
39,23,26
40,35,25
41,97,21
42,3,20
43,131,21
44,68,21
45,8,26
46,39,20
47,131,21
48,131,21
49,0,25
50,131,21
51,10,25
52,131,21
53,97,21
54,7,21
55,131,21
56,35,25
