time, entire-set, r1_l, r1_r, r2_l, r2_r, 
30.0, 0.988889, 1.000000, 0.970588, 0.967742, 1.000000, 
33.0, 0.977778, 1.000000, 0.941176, 0.935484, 1.000000, 
36.0, 0.966667, 1.000000, 0.941176, 0.935484, 1.000000, 
38.0, 0.955556, 1.000000, 0.911765, 0.903226, 1.000000, 
45.0, 0.944444, 1.000000, 0.882353, 0.870968, 1.000000, 
47.0, 0.933333, 1.000000, 0.852941, 0.838710, 1.000000, 
48.0, 0.922222, 1.000000, 0.823529, 0.806452, 1.000000, 
49.0, 0.911111, 0.966667, 0.823529, 0.806452, 0.966667, 
53.0, 0.888889, 0.966667, 0.823529, 0.806452, 0.966667, 
54.0, 0.877778, 0.966667, 0.794118, 0.774194, 0.966667, 
55.0, 0.866667, 0.933333, 0.794118, 0.774194, 0.966667, 
67.0, 0.844444, 0.933333, 0.764706, 0.741935, 0.933333, 
70.0, 0.822222, 0.933333, 0.764706, 0.741935, 0.900000, 
71.0, 0.811111, 0.900000, 0.764706, 0.741935, 0.866667, 
72.0, 0.788889, 0.866667, 0.735294, 0.709677, 0.833333, 
73.0, 0.777778, 0.833333, 0.735294, 0.709677, 0.800000, 
75.0, 0.755556, 0.800000, 0.705882, 0.677419, 0.766667, 
77.0, 0.744444, 0.800000, 0.705882, 0.677419, 0.766667, 
82.0, 0.733333, 0.800000, 0.676471, 0.645161, 0.766667, 
87.0, 0.722222, 0.800000, 0.676471, 0.645161, 0.766667, 
88.0, 0.711111, 0.800000, 0.647059, 0.612903, 0.766667, 
93.0, 0.700000, 0.800000, 0.617647, 0.580645, 0.766667, 
96.0, 0.677778, 0.766667, 0.617647, 0.580645, 0.733333, 
97.0, 0.666667, 0.766667, 0.588235, 0.548387, 0.733333, 
100.0, 0.655556, 0.766667, 0.558824, 0.516129, 0.733333, 
104.0, 0.644444, 0.766667, 0.558824, 0.516129, 0.733333, 
105.0, 0.633333, 0.766667, 0.529412, 0.483871, 0.733333, 
109.0, 0.622222, 0.766667, 0.529412, 0.483871, 0.733333, 
111.0, 0.611111, 0.766667, 0.500000, 0.451613, 0.733333, 
112.0, 0.600000, 0.766667, 0.500000, 0.451613, 0.733333, 
120.0, 0.566667, 0.733333, 0.500000, 0.451613, 0.700000, 
122.0, 0.555556, 0.733333, 0.500000, 0.451613, 0.700000, 
124.0, 0.544444, 0.733333, 0.500000, 0.451613, 0.700000, 
125.0, 0.522222, 0.700000, 0.500000, 0.451613, 0.666667, 
129.0, 0.511111, 0.700000, 0.470588, 0.419355, 0.666667, 
130.0, 0.500000, 0.666667, 0.470588, 0.419355, 0.666667, 
132.0, 0.466667, 0.633333, 0.411765, 0.354839, 0.633333, 
134.0, 0.455556, 0.633333, 0.411765, 0.354839, 0.633333, 
136.0, 0.444444, 0.600000, 0.411765, 0.354839, 0.600000, 
139.0, 0.433333, 0.600000, 0.382353, 0.322581, 0.600000, 
142.0, 0.422222, 0.600000, 0.352941, 0.322581, 0.600000, 
143.0, 0.411111, 0.600000, 0.323529, 0.290323, 0.600000, 
144.0, 0.400000, 0.566667, 0.323529, 0.290323, 0.566667, 
145.0, 0.377778, 0.533333, 0.294118, 0.258065, 0.533333, 
146.0, 0.366667, 0.500000, 0.294118, 0.258065, 0.500000, 
147.0, 0.355556, 0.500000, 0.294118, 0.258065, 0.500000, 
149.0, 0.344444, 0.500000, 0.264706, 0.258065, 0.500000, 
151.0, 0.333333, 0.500000, 0.235294, 0.225806, 0.500000, 
154.0, 0.322222, 0.500000, 0.205882, 0.193548, 0.500000, 
155.0, 0.311111, 0.500000, 0.205882, 0.193548, 0.500000, 
157.0, 0.300000, 0.500000, 0.176471, 0.161290, 0.500000, 
158.0, 0.288889, 0.466667, 0.176471, 0.161290, 0.466667, 
159.0, 0.266667, 0.433333, 0.147059, 0.129032, 0.433333, 
161.0, 0.255556, 0.400000, 0.147059, 0.129032, 0.400000, 
163.0, 0.244444, 0.400000, 0.117647, 0.096774, 0.400000, 
164.0, 0.233333, 0.366667, 0.117647, 0.096774, 0.366667, 
167.0, 0.222222, 0.366667, 0.088235, 0.064516, 0.366667, 
170.0, 0.211111, 0.366667, 0.088235, 0.064516, 0.366667, 
171.0, 0.188889, 0.366667, 0.058824, 0.032258, 0.366667, 

