id,left,right
0,83,33
1,91,22
2,167,88
3,16,33
4,34,88
5,91,22
6,15,88
7,29,33
8,48,22
9,15,88
10,229,22
11,91,22
12,167,88
13,17,88
14,26,33
15,98,28
16,83,33
17,83,33
18,167,88
19,167,88
20,40,108
21,34,88
22,17,88
23,19,33
24,108,29
25,167,88
26,83,33
27,167,88
28,88,34
29,8,33
30,167,88
31,91,22
32,29,108
33,167,88
34,229,22
35,98,47
36,30,22
37,8,33
38,19,88
39,167,88
40,48,108
41,91,22
42,16,33
43,229,108
44,167,88
45,48,108
46,29,22
47,83,33
48,35,108
49,26,33
50,20,33
51,20,33
52,40,22
53,28,47
54,229,108
55,48,22
56,229,108
57,83,33
58,64,88
59,26,33
60,15,88
61,98,28
62,26,33
63,30,108
64,18,88
65,30,22
66,229,108
67,167,88
68,98,47
69,167,88
70,40,108
71,167,88
72,83,33
73,28,34
74,16,33
75,29,33
76,19,88
77,98,28
78,167,88
79,83,33
80,18,33
81,167,88
82,30,108
83,15,88
84,40,108
85,64,88
86,167,88
