id,left,right
0,40,39
1,1,59
2,95,59
3,20,59
4,22,39
5,10,59
6,39,59
7,5,59
8,143,39
9,95,59
10,9,39
11,143,39
12,6,59
13,131,39
14,131,39
15,131,39
16,57,59
17,40,39
18,143,59
19,131,39
20,143,59
21,95,39
22,143,59
23,2,59
24,57,59
25,32,30
26,39,59
27,40,59
28,95,59
29,57,39
30,143,59
31,131,39
32,143,59
33,57,39
34,40,39
35,65,39
36,131,59
37,40,59
38,57,39
39,65,39
40,131,39
41,59,39
42,40,39
43,40,39
44,143,59
45,40,39
46,22,39
47,39,59
48,17,59
49,59,39
50,95,39
51,37,39
52,40,39
53,59,59
54,22,39
55,131,39
56,131,39
57,40,59
58,143,39
59,143,39
60,40,59
61,40,39
62,40,59
63,57,39
64,59,39
65,131,59
66,40,39
67,22,39
68,57,39
69,22,39
70,0,59
71,131,59
72,40,39
73,143,59
74,57,39
75,143,39
76,143,59
77,131,39
78,95,39
79,39,59
80,40,39
81,65,39
82,59,39
83,47,59
84,47,59
85,95,39
86,95,59
87,143,39
88,40,39
89,22,39
90,3,39
91,143,59
92,143,59
93,143,59
94,65,39
95,37,59
96,131,39
97,20,39
98,1,59
99,131,59
