id,distance,n_actions
0,0.020181,2
1,0.044331,2
2,0.058503,2
3,0.028118,2
4,0.054422,2
5,0.010771,2
6,0.050125,2
7,0.039909,3
8,0.024263,2
9,0.009410,2
10,0.053061,2
11,0.004082,1
12,0.015986,2
13,0.052632,2
14,0.019853,3
15,0.055138,2
16,0.010658,2
17,0.006689,2
18,0.053061,2
19,0.007835,3
20,0.047619,1
21,0.006689,2
22,0.005329,2
23,0.014626,2
24,0.047619,1
25,0.055138,2
26,0.023016,2
27,0.071769,3
28,0.047619,1
29,0.043878,3
30,0.026644,2
31,0.030726,2
32,0.049206,3
33,0.052632,2
34,0.036281,2
35,0.039002,2
36,0.052632,2
37,0.061224,2
38,0.052632,2
39,0.005329,2
40,0.010658,2
41,0.047619,1
42,0.050125,2
43,0.006475,2
44,0.007835,3
45,0.052632,2
46,0.022789,2
47,0.047619,1
48,0.052632,2
49,0.005329,2
50,0.052632,2
51,0.052632,2
52,0.018707,2
53,0.010771,2
54,0.028005,2
55,0.029365,2
56,0.012018,2
57,0.010658,2
58,0.010771,2
59,0.010771,2
60,0.056928,3
61,0.000000,0
62,0.047619,1
63,0.005329,2
64,0.049206,3
65,0.050125,2
66,0.040023,3
67,0.002721,1
68,0.003867,2
69,0.047619,1
70,0.028016,3
71,0.018707,2
72,0.015986,2
73,0.000000,0
74,0.006689,2
75,0.017347,2
76,0.020068,2
77,0.035941,3
78,0.052632,2
79,0.014853,2
80,0.024150,2
81,0.000000,0
82,0.052632,2
83,0.052632,2
84,0.016100,2
85,0.052632,2
86,0.050340,2
87,0.050125,2
