id,p
0,1.000000
1,1.000000
2,0.000011
3,1.000000
4,0.000011
5,1.000000
6,0.000011
7,1.000000
8,1.000000
9,1.000000
10,0.000011
11,1.000000
12,1.000000
13,0.000011
14,1.000000
15,0.000011
16,1.000000
17,1.000000
18,0.000011
19,1.000000
20,1.000000
21,1.000000
22,1.000000
23,1.000000
24,1.000000
25,0.000011
26,1.000000
27,0.000011
28,1.000000
29,1.000000
30,1.000000
31,1.000000
32,1.000000
33,0.000011
34,1.000000
35,1.000000
36,0.000011
37,0.000011
38,0.000011
39,1.000000
40,1.000000
41,0.000011
42,0.000011
43,1.000000
44,1.000000
45,0.000011
46,1.000000
47,1.000000
48,0.000011
49,1.000000
50,0.000011
51,0.000011
52,1.000000
53,1.000000
54,1.000000
55,1.000000
56,1.000000
57,1.000000
58,1.000000
59,1.000000
60,0.000011
61,1.000000
62,1.000000
63,1.000000
64,1.000000
65,0.000011
66,1.000000
67,1.000000
68,1.000000
69,1.000000
70,1.000000
71,1.000000
72,1.000000
73,1.000000
74,1.000000
75,1.000000
76,1.000000
77,1.000000
78,0.000011
79,1.000000
80,1.000000
81,1.000000
82,0.000011
83,0.000011
84,1.000000
85,0.000011
86,0.000011
87,0.000011
