id,p
0,0.130663
1,0.000002
2,0.000010
3,0.000066
4,0.000035
5,0.000119
6,0.000214
7,0.000000
8,0.007596
9,0.000000
10,0.000000
11,0.000007
12,0.000007
13,0.000214
14,0.439340
15,0.000010
16,0.001101
17,0.000019
18,0.014550
19,0.000160
20,0.000000
21,0.004816
22,0.032497
23,0.347356
24,0.000119
25,0.009476
26,0.004816
27,0.000000
28,0.004816
29,0.000002
30,0.000000
31,0.816861
32,0.039284
33,0.000000
34,0.000019
35,0.000002
36,0.000000
37,0.006062
38,0.021941
39,0.000160
40,0.000002
41,0.000000
42,0.000000
43,0.009476
44,0.000001
45,0.000000
46,0.039284
47,0.001833
48,0.000000
49,0.000001
50,0.439340
51,0.032497
52,0.000035
53,0.000000
54,0.000002
