id,left,right
0,363,47
1,363,47
2,363,47
3,134,47
4,396,20
5,363,47
6,363,47
7,396,20
8,363,47
9,363,47
10,396,20
11,363,47
12,363,47
13,20,20
14,363,47
15,363,47
16,192,20
17,363,47
18,67,20
19,363,47
20,363,47
21,363,47
22,396,20
23,363,47
24,363,47
25,363,47
26,363,47
27,134,47
28,134,47
29,15,47
30,134,47
31,363,47
32,15,47
33,363,47
34,396,20
35,67,20
36,396,20
37,134,47
38,134,47
39,396,20
40,396,20
41,396,20
42,363,47
43,363,47
44,134,47
45,134,47
46,363,47
47,363,47
48,363,47
49,396,20
50,363,47
51,67,20
52,20,20
53,134,47
54,363,47
55,134,47
56,363,47
57,134,47
58,396,20
59,363,47
60,363,47
61,363,47
62,151,20
63,396,20
64,363,47
65,396,20
66,396,20
67,67,20
68,396,20
69,15,47
70,44,47
71,67,20
72,134,47
73,86,20
74,192,20
75,396,20
76,396,20
77,134,47
78,134,47
79,151,20
80,396,20
81,134,47
82,396,20
83,363,47
84,363,47
85,396,20
86,396,20
87,396,20
88,396,20
89,363,47
90,67,20
91,396,20
92,363,47
93,363,47
94,67,20
95,363,47
96,396,20
97,396,20
98,396,20
99,396,20
100,396,20
101,67,20
102,396,20
