time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
6.0, 0.994083, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.987500, 1.000000, 1.000000, 1.000000, 
10.0, 0.988166, 0.966667, 1.000000, 0.977778, 1.000000, 1.000000, 1.000000, 0.987500, 0.983871, 0.985714, 1.000000, 
11.0, 0.982249, 0.966667, 1.000000, 0.955556, 1.000000, 1.000000, 0.981132, 0.987500, 0.967742, 0.971429, 1.000000, 
19.0, 0.976331, 0.933333, 1.000000, 0.933333, 1.000000, 1.000000, 0.962264, 0.987500, 0.951613, 0.957143, 1.000000, 
28.0, 0.964497, 0.933333, 0.991667, 0.911111, 0.983333, 1.000000, 0.943396, 0.975000, 0.935484, 0.942857, 1.000000, 
31.0, 0.958580, 0.933333, 0.983333, 0.888889, 0.983333, 1.000000, 0.943396, 0.962500, 0.935484, 0.942857, 1.000000, 
35.0, 0.952663, 0.933333, 0.983333, 0.866667, 0.983333, 1.000000, 0.943396, 0.962500, 0.935484, 0.928571, 1.000000, 
41.0, 0.934911, 0.866667, 0.975000, 0.844444, 0.983333, 1.000000, 0.943396, 0.937500, 0.935484, 0.928571, 0.960000, 
42.0, 0.928994, 0.833333, 0.975000, 0.822222, 0.983333, 1.000000, 0.924528, 0.937500, 0.919355, 0.914286, 0.960000, 
45.0, 0.923077, 0.800000, 0.975000, 0.822222, 0.983333, 1.000000, 0.924528, 0.937500, 0.919355, 0.914286, 0.960000, 
48.0, 0.917160, 0.800000, 0.975000, 0.800000, 0.983333, 1.000000, 0.924528, 0.925000, 0.919355, 0.914286, 0.940000, 
53.0, 0.911243, 0.766667, 0.975000, 0.777778, 0.983333, 1.000000, 0.905660, 0.925000, 0.903226, 0.900000, 0.940000, 
55.0, 0.905325, 0.733333, 0.975000, 0.777778, 0.983333, 1.000000, 0.886792, 0.925000, 0.887097, 0.885714, 0.940000, 
56.0, 0.899408, 0.700000, 0.975000, 0.777778, 0.983333, 1.000000, 0.886792, 0.925000, 0.887097, 0.885714, 0.940000, 
57.0, 0.893491, 0.666667, 0.975000, 0.755556, 0.983333, 1.000000, 0.886792, 0.925000, 0.887097, 0.885714, 0.940000, 
58.0, 0.887574, 0.666667, 0.975000, 0.755556, 0.983333, 1.000000, 0.886792, 0.925000, 0.887097, 0.871429, 0.940000, 
60.0, 0.869822, 0.633333, 0.975000, 0.711111, 0.966667, 1.000000, 0.867925, 0.912500, 0.870968, 0.857143, 0.940000, 
64.0, 0.863905, 0.600000, 0.975000, 0.688889, 0.966667, 1.000000, 0.849057, 0.912500, 0.854839, 0.842857, 0.940000, 
66.0, 0.857988, 0.600000, 0.966667, 0.666667, 0.966667, 1.000000, 0.830189, 0.912500, 0.838710, 0.828571, 0.940000, 
67.0, 0.852071, 0.600000, 0.958333, 0.666667, 0.950000, 1.000000, 0.830189, 0.900000, 0.838710, 0.828571, 0.920000, 
68.0, 0.846154, 0.566667, 0.958333, 0.666667, 0.950000, 1.000000, 0.811321, 0.900000, 0.822581, 0.814286, 0.920000, 
90.0, 0.840237, 0.566667, 0.950000, 0.666667, 0.933333, 1.000000, 0.811321, 0.887500, 0.822581, 0.814286, 0.900000, 
96.0, 0.834320, 0.566667, 0.941667, 0.666667, 0.933333, 1.000000, 0.792453, 0.887500, 0.806452, 0.800000, 0.900000, 
102.0, 0.828402, 0.566667, 0.933333, 0.644444, 0.933333, 1.000000, 0.773585, 0.887500, 0.790323, 0.785714, 0.900000, 
108.0, 0.822485, 0.566667, 0.925000, 0.622222, 0.933333, 1.000000, 0.773585, 0.875000, 0.790323, 0.785714, 0.900000, 
111.0, 0.816568, 0.533333, 0.925000, 0.622222, 0.933333, 1.000000, 0.754717, 0.875000, 0.774194, 0.771429, 0.900000, 
113.0, 0.810651, 0.533333, 0.916667, 0.622222, 0.933333, 0.972973, 0.754717, 0.862500, 0.774194, 0.771429, 0.880000, 
115.0, 0.804734, 0.500000, 0.916667, 0.622222, 0.933333, 0.972973, 0.735849, 0.862500, 0.758065, 0.757143, 0.880000, 
117.0, 0.798817, 0.500000, 0.916667, 0.622222, 0.933333, 0.972973, 0.716981, 0.862500, 0.741935, 0.742857, 0.880000, 
130.0, 0.792899, 0.500000, 0.908333, 0.622222, 0.933333, 0.972973, 0.698113, 0.862500, 0.725806, 0.728571, 0.880000, 
137.0, 0.786982, 0.500000, 0.908333, 0.600000, 0.933333, 0.972973, 0.698113, 0.850000, 0.725806, 0.728571, 0.860000, 
147.0, 0.781065, 0.500000, 0.900000, 0.600000, 0.916667, 0.945946, 0.698113, 0.837500, 0.725806, 0.728571, 0.840000, 
149.0, 0.769231, 0.500000, 0.883333, 0.600000, 0.900000, 0.918919, 0.698113, 0.825000, 0.725806, 0.714286, 0.820000, 
150.0, 0.763314, 0.500000, 0.875000, 0.600000, 0.900000, 0.918919, 0.679245, 0.825000, 0.709677, 0.700000, 0.820000, 
161.0, 0.757396, 0.500000, 0.875000, 0.577778, 0.900000, 0.918919, 0.660377, 0.825000, 0.693548, 0.685714, 0.820000, 
163.0, 0.751479, 0.500000, 0.866667, 0.555556, 0.900000, 0.918919, 0.641509, 0.825000, 0.677419, 0.671429, 0.820000, 
174.0, 0.745562, 0.500000, 0.866667, 0.533333, 0.900000, 0.918919, 0.641509, 0.812500, 0.677419, 0.671429, 0.800000, 
181.0, 0.739645, 0.500000, 0.858333, 0.511111, 0.900000, 0.918919, 0.622642, 0.812500, 0.661290, 0.657143, 0.800000, 
182.0, 0.733728, 0.500000, 0.850000, 0.488889, 0.900000, 0.918919, 0.622642, 0.812500, 0.645161, 0.642857, 0.800000, 
191.0, 0.727811, 0.500000, 0.841667, 0.488889, 0.883333, 0.918919, 0.622642, 0.800000, 0.645161, 0.642857, 0.800000, 
196.0, 0.721893, 0.466667, 0.841667, 0.488889, 0.883333, 0.918919, 0.603774, 0.800000, 0.629032, 0.628571, 0.800000, 
202.0, 0.715976, 0.433333, 0.841667, 0.466667, 0.883333, 0.918919, 0.584906, 0.800000, 0.612903, 0.614286, 0.800000, 
214.0, 0.710059, 0.433333, 0.833333, 0.466667, 0.866667, 0.918919, 0.584906, 0.787500, 0.612903, 0.614286, 0.800000, 
236.0, 0.704142, 0.433333, 0.825000, 0.466667, 0.850000, 0.918919, 0.584906, 0.787500, 0.612903, 0.614286, 0.800000, 
