id,distance,n_actions
0,0.049388,2
1,0.035257,2
2,0.039559,2
3,0.019123,1
4,0.016770,1
5,0.019712,1
6,0.037618,1
7,0.009415,1
8,0.051376,2
9,0.015887,1
10,0.015299,1
11,0.009415,1
12,0.032722,2
13,0.005001,1
14,0.015887,1
15,0.018535,1
16,0.043315,2
17,0.009415,1
18,0.019123,1
19,0.039611,2
20,0.004707,1
21,0.025078,1
22,0.016466,1
23,0.041129,2
24,0.027748,2
25,0.040620,2
26,0.019417,1
27,0.044333,2
28,0.044438,2
29,0.027858,2
30,0.020300,1
31,0.007649,1
32,0.112853,2
33,0.038746,2
34,0.050850,2
35,0.005001,1
36,0.052884,2
37,0.038900,2
38,0.103448,2
39,0.018553,1
40,0.050921,2
41,0.032305,2
42,0.047872,2
43,0.014710,1
44,0.040405,2
45,0.008238,1
46,0.019123,1
47,0.049111,2
48,0.017241,1
49,0.017358,1
50,0.050092,2
51,0.025640,2
52,0.019417,1
53,0.041297,2
54,0.017946,1
55,0.004413,1
56,0.046354,2
57,0.017064,1
58,0.012357,1
59,0.019123,1
60,0.016313,2
61,0.014710,1
62,0.026646,1
63,0.030100,2
64,0.010591,1
65,0.037014,2
66,0.013533,1
67,0.018829,1
68,0.038217,2
69,0.041591,2
70,0.034841,2
71,0.010003,1
72,0.115987,2
73,0.022403,2
74,0.012539,1
75,0.021944,1
76,0.019417,1
77,0.047202,2
78,0.018829,1
79,0.012062,1
80,0.017358,1
81,0.031261,2
82,0.017946,1
83,0.017946,1
84,0.014107,1
85,0.015674,1
86,0.016475,1
87,0.049450,2
88,0.045355,2
89,0.047506,2
90,0.011180,1
91,0.014107,1
92,0.126959,2
93,0.018241,1
94,0.015887,1
95,0.025326,2
96,0.011474,1
97,0.019489,2
98,0.007061,1
99,0.019123,1
100,0.019417,1
101,0.018829,1
102,0.027976,2
103,0.010591,1
104,0.014610,1
105,0.092476,2
106,0.048335,2
107,0.010003,1
108,0.017652,1
109,0.010972,1
110,0.019417,1
111,0.041932,2
112,0.017358,1
113,0.019417,1
114,0.037618,1
115,0.111285,2
