id,left,right
0,21,27
1,13,27
2,23,27
3,221,23
4,256,23
5,7,23
6,133,39
7,260,23
8,16,27
9,256,23
10,41,23
11,260,23
12,30,27
13,260,23
14,256,23
15,221,23
16,5,27
17,260,23
18,221,23
19,3,27
20,260,23
21,579,39
22,73,24
23,29,27
24,2,27
25,23,27
26,221,23
27,16,27
28,29,27
29,3,27
30,5,23
31,260,23
32,220,22
33,6,27
34,16,27
35,260,23
36,5,27
37,19,27
38,220,22
39,27,24
40,16,27
41,1,27
42,27,27
43,41,23
44,23,27
45,260,23
46,221,23
47,14,27
48,579,39
49,256,23
50,21,27
51,0,27
52,221,23
53,25,27
54,256,23
55,260,23
56,0,27
57,256,23
58,141,23
59,221,23
60,0,27
61,41,23
62,579,39
63,22,27
64,260,23
65,0,27
66,141,23
67,221,23
68,14,27
69,0,27
70,2,27
71,260,23
72,220,22
73,0,27
74,579,39
75,359,22
76,221,23
77,33,27
78,221,23
79,141,23
80,256,23
81,30,27
82,256,23
83,256,23
84,579,39
85,579,39
86,256,23
87,21,27
88,33,27
89,21,27
90,260,23
91,579,39
92,46,22
93,256,23
94,256,23
95,5,27
96,260,23
97,1,27
98,260,23
99,221,23
100,221,23
101,221,23
102,4,27
103,260,23
104,84,24
105,12,22
106,27,27
107,260,23
108,256,23
109,579,39
110,221,23
111,5,27
112,256,23
113,221,23
114,133,39
115,220,22
