time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
0.002738, 0.954825, 0.976471, 0.889908, 0.965217, 0.905512, 0.977064, 0.905512, 0.830508, 0.979798, 0.920245, 0.978495, 0.916667, 0.978495, 0.928571, 0.980000, 
0.150582, 0.952772, 0.964706, 0.889908, 0.956522, 0.905512, 0.972477, 0.905512, 0.830508, 0.969697, 0.920245, 0.967742, 0.916667, 0.967742, 0.928571, 0.970000, 
0.186174, 0.950719, 0.964706, 0.889908, 0.956522, 0.905512, 0.972477, 0.905512, 0.830508, 0.969697, 0.920245, 0.967742, 0.911765, 0.967742, 0.924370, 0.970000, 
0.199863, 0.948665, 0.964706, 0.889908, 0.956522, 0.905512, 0.967890, 0.905512, 0.830508, 0.969697, 0.920245, 0.967742, 0.911765, 0.967742, 0.924370, 0.970000, 
0.238193, 0.944559, 0.964706, 0.880734, 0.956522, 0.897638, 0.963303, 0.897638, 0.813559, 0.969697, 0.914110, 0.967742, 0.906863, 0.967742, 0.920168, 0.970000, 
0.240931, 0.942505, 0.964706, 0.880734, 0.956522, 0.897638, 0.963303, 0.897638, 0.796610, 0.969697, 0.907975, 0.967742, 0.901961, 0.967742, 0.915966, 0.970000, 
0.344969, 0.940452, 0.964706, 0.880734, 0.956522, 0.897638, 0.963303, 0.897638, 0.796610, 0.969697, 0.907975, 0.967742, 0.901961, 0.967742, 0.915966, 0.970000, 
0.350445, 0.938398, 0.964706, 0.880734, 0.956522, 0.889764, 0.963303, 0.889764, 0.796610, 0.969697, 0.901840, 0.967742, 0.897059, 0.967742, 0.911765, 0.970000, 
0.364134, 0.936345, 0.952941, 0.880734, 0.947826, 0.889764, 0.958716, 0.889764, 0.796610, 0.959596, 0.901840, 0.956989, 0.897059, 0.956989, 0.911765, 0.960000, 
0.366872, 0.934292, 0.952941, 0.880734, 0.939130, 0.889764, 0.954128, 0.889764, 0.796610, 0.959596, 0.901840, 0.956989, 0.897059, 0.956989, 0.911765, 0.960000, 
0.391513, 0.932238, 0.952941, 0.871560, 0.939130, 0.881890, 0.954128, 0.881890, 0.779661, 0.959596, 0.895706, 0.956989, 0.892157, 0.956989, 0.907563, 0.960000, 
0.405202, 0.928131, 0.952941, 0.871560, 0.939130, 0.881890, 0.954128, 0.881890, 0.762712, 0.959596, 0.883436, 0.956989, 0.882353, 0.956989, 0.899160, 0.960000, 
0.416153, 0.924025, 0.941176, 0.871560, 0.930435, 0.881890, 0.944954, 0.881890, 0.762712, 0.949495, 0.883436, 0.946237, 0.882353, 0.946237, 0.899160, 0.950000, 
0.443532, 0.921971, 0.941176, 0.871560, 0.930435, 0.881890, 0.944954, 0.881890, 0.762712, 0.949495, 0.883436, 0.946237, 0.882353, 0.946237, 0.899160, 0.940000, 
0.457221, 0.917864, 0.941176, 0.862385, 0.930435, 0.874016, 0.944954, 0.874016, 0.745763, 0.949495, 0.871166, 0.946237, 0.872549, 0.946237, 0.890756, 0.940000, 
0.462697, 0.915811, 0.941176, 0.862385, 0.930435, 0.874016, 0.940367, 0.874016, 0.745763, 0.949495, 0.871166, 0.946237, 0.872549, 0.946237, 0.890756, 0.940000, 
0.481862, 0.913758, 0.941176, 0.862385, 0.930435, 0.874016, 0.940367, 0.874016, 0.745763, 0.949495, 0.865031, 0.946237, 0.867647, 0.946237, 0.886555, 0.940000, 
0.501027, 0.911704, 0.941176, 0.862385, 0.930435, 0.874016, 0.940367, 0.874016, 0.745763, 0.949495, 0.865031, 0.946237, 0.862745, 0.946237, 0.882353, 0.940000, 
0.531143, 0.909651, 0.941176, 0.862385, 0.930435, 0.874016, 0.940367, 0.874016, 0.728814, 0.949495, 0.865031, 0.946237, 0.862745, 0.946237, 0.878151, 0.940000, 
0.539357, 0.905544, 0.941176, 0.862385, 0.930435, 0.874016, 0.931193, 0.874016, 0.728814, 0.949495, 0.865031, 0.946237, 0.862745, 0.946237, 0.878151, 0.940000, 
0.558522, 0.903491, 0.941176, 0.853211, 0.930435, 0.866142, 0.931193, 0.866142, 0.711864, 0.949495, 0.858896, 0.946237, 0.857843, 0.946237, 0.873950, 0.940000, 
0.569473, 0.901437, 0.929412, 0.853211, 0.921739, 0.866142, 0.926606, 0.866142, 0.711864, 0.939394, 0.858896, 0.935484, 0.857843, 0.935484, 0.873950, 0.930000, 
0.577687, 0.899384, 0.929412, 0.853211, 0.921739, 0.866142, 0.922018, 0.866142, 0.711864, 0.939394, 0.858896, 0.935484, 0.857843, 0.935484, 0.873950, 0.930000, 
0.596851, 0.897331, 0.929412, 0.853211, 0.921739, 0.866142, 0.917431, 0.866142, 0.711864, 0.939394, 0.858896, 0.935484, 0.857843, 0.935484, 0.873950, 0.930000, 
0.689938, 0.895277, 0.929412, 0.844037, 0.921739, 0.858268, 0.917431, 0.858268, 0.694915, 0.939394, 0.852761, 0.935484, 0.852941, 0.935484, 0.869748, 0.930000, 
0.70089, 0.893224, 0.929412, 0.844037, 0.921739, 0.858268, 0.917431, 0.858268, 0.694915, 0.939394, 0.852761, 0.935484, 0.852941, 0.935484, 0.869748, 0.930000, 
0.709103, 0.891170, 0.917647, 0.844037, 0.913043, 0.858268, 0.912844, 0.858268, 0.694915, 0.929293, 0.852761, 0.924731, 0.852941, 0.924731, 0.869748, 0.920000, 
0.711841, 0.889117, 0.917647, 0.834862, 0.913043, 0.850394, 0.912844, 0.850394, 0.694915, 0.929293, 0.846626, 0.924731, 0.848039, 0.924731, 0.865546, 0.920000, 
0.717317, 0.887064, 0.917647, 0.825688, 0.913043, 0.842520, 0.912844, 0.842520, 0.694915, 0.929293, 0.846626, 0.924731, 0.848039, 0.924731, 0.861345, 0.920000, 
0.733744, 0.885010, 0.917647, 0.825688, 0.913043, 0.842520, 0.912844, 0.842520, 0.694915, 0.929293, 0.840491, 0.924731, 0.843137, 0.924731, 0.857143, 0.920000, 
0.766598, 0.882957, 0.917647, 0.825688, 0.913043, 0.834646, 0.912844, 0.834646, 0.694915, 0.929293, 0.834356, 0.924731, 0.838235, 0.924731, 0.852941, 0.920000, 
0.807666, 0.880903, 0.917647, 0.825688, 0.913043, 0.834646, 0.908257, 0.834646, 0.694915, 0.929293, 0.834356, 0.924731, 0.838235, 0.924731, 0.852941, 0.920000, 
0.824093, 0.878850, 0.917647, 0.825688, 0.913043, 0.834646, 0.908257, 0.834646, 0.694915, 0.919192, 0.834356, 0.924731, 0.838235, 0.924731, 0.852941, 0.910000, 
0.826831, 0.876797, 0.917647, 0.825688, 0.913043, 0.826772, 0.908257, 0.826772, 0.677966, 0.919192, 0.828221, 0.924731, 0.833333, 0.924731, 0.848739, 0.910000, 
0.835044, 0.874743, 0.917647, 0.825688, 0.913043, 0.826772, 0.908257, 0.826772, 0.677966, 0.919192, 0.822086, 0.924731, 0.828431, 0.924731, 0.844538, 0.910000, 
0.854209, 0.872690, 0.917647, 0.816514, 0.913043, 0.818898, 0.908257, 0.818898, 0.677966, 0.919192, 0.822086, 0.924731, 0.828431, 0.924731, 0.840336, 0.910000, 
0.867899, 0.868583, 0.917647, 0.816514, 0.913043, 0.818898, 0.899083, 0.818898, 0.677966, 0.919192, 0.822086, 0.924731, 0.828431, 0.924731, 0.840336, 0.910000, 
0.881588, 0.866530, 0.917647, 0.816514, 0.913043, 0.818898, 0.899083, 0.818898, 0.677966, 0.919192, 0.822086, 0.924731, 0.828431, 0.924731, 0.840336, 0.910000, 
0.898015, 0.864476, 0.917647, 0.816514, 0.913043, 0.818898, 0.899083, 0.818898, 0.677966, 0.919192, 0.822086, 0.924731, 0.828431, 0.924731, 0.840336, 0.910000, 
0.906229, 0.860370, 0.917647, 0.807339, 0.913043, 0.811024, 0.899083, 0.811024, 0.661017, 0.919192, 0.815951, 0.924731, 0.818627, 0.924731, 0.831933, 0.910000, 
0.908966, 0.858316, 0.917647, 0.807339, 0.913043, 0.811024, 0.894495, 0.811024, 0.661017, 0.919192, 0.815951, 0.924731, 0.818627, 0.924731, 0.831933, 0.910000, 
0.91718, 0.856263, 0.917647, 0.807339, 0.913043, 0.811024, 0.889908, 0.811024, 0.661017, 0.919192, 0.815951, 0.924731, 0.818627, 0.924731, 0.831933, 0.910000, 
0.919918, 0.854209, 0.917647, 0.807339, 0.913043, 0.811024, 0.889908, 0.811024, 0.644068, 0.919192, 0.809816, 0.924731, 0.813725, 0.924731, 0.827731, 0.910000, 
0.933607, 0.852156, 0.917647, 0.807339, 0.913043, 0.811024, 0.889908, 0.811024, 0.644068, 0.919192, 0.803681, 0.924731, 0.808824, 0.924731, 0.823529, 0.910000, 
0.941821, 0.850103, 0.917647, 0.807339, 0.913043, 0.811024, 0.885321, 0.811024, 0.644068, 0.919192, 0.803681, 0.924731, 0.808824, 0.924731, 0.823529, 0.910000, 
0.944559, 0.848049, 0.917647, 0.807339, 0.904348, 0.811024, 0.880734, 0.811024, 0.644068, 0.919192, 0.803681, 0.924731, 0.808824, 0.924731, 0.823529, 0.910000, 
0.960986, 0.845996, 0.917647, 0.798165, 0.904348, 0.803150, 0.880734, 0.803150, 0.644068, 0.919192, 0.797546, 0.924731, 0.803922, 0.924731, 0.819328, 0.910000, 
0.988364, 0.843943, 0.917647, 0.788991, 0.904348, 0.795276, 0.880734, 0.795276, 0.644068, 0.919192, 0.791411, 0.924731, 0.799020, 0.924731, 0.815126, 0.910000, 
1.043121, 0.841889, 0.917647, 0.779817, 0.904348, 0.787402, 0.880734, 0.787402, 0.644068, 0.919192, 0.785276, 0.924731, 0.794118, 0.924731, 0.810924, 0.910000, 
1.051335, 0.839836, 0.917647, 0.779817, 0.904348, 0.787402, 0.880734, 0.787402, 0.627119, 0.919192, 0.785276, 0.924731, 0.794118, 0.924731, 0.806723, 0.910000, 
1.05681, 0.837782, 0.917647, 0.770642, 0.904348, 0.779528, 0.880734, 0.779528, 0.610169, 0.919192, 0.779141, 0.924731, 0.789216, 0.924731, 0.802521, 0.910000, 
1.067762, 0.835729, 0.917647, 0.770642, 0.904348, 0.779528, 0.880734, 0.779528, 0.593220, 0.919192, 0.773006, 0.924731, 0.784314, 0.924731, 0.798319, 0.910000, 
1.09514, 0.835729, 0.917647, 0.770642, 0.904348, 0.779528, 0.880734, 0.779528, 0.593220, 0.919192, 0.773006, 0.924731, 0.784314, 0.924731, 0.798319, 0.910000, 
1.122519, 0.833671, 0.905882, 0.770642, 0.895652, 0.779528, 0.876147, 0.779528, 0.593220, 0.909091, 0.773006, 0.913978, 0.784314, 0.913978, 0.798319, 0.900000, 
1.160849, 0.831612, 0.905882, 0.770642, 0.895652, 0.779528, 0.871560, 0.779528, 0.593220, 0.909091, 0.773006, 0.913978, 0.784314, 0.913978, 0.798319, 0.900000, 
1.1718, 0.829554, 0.905882, 0.770642, 0.886957, 0.779528, 0.866972, 0.779528, 0.593220, 0.909091, 0.773006, 0.913978, 0.784314, 0.913978, 0.798319, 0.900000, 
1.182752, 0.827495, 0.905882, 0.770642, 0.886957, 0.779528, 0.862385, 0.779528, 0.593220, 0.909091, 0.773006, 0.913978, 0.784314, 0.913978, 0.798319, 0.900000, 
1.185489, 0.825437, 0.894118, 0.770642, 0.878261, 0.779528, 0.857798, 0.779528, 0.593220, 0.898990, 0.773006, 0.903226, 0.784314, 0.903226, 0.798319, 0.890000, 
1.193703, 0.823378, 0.894118, 0.761357, 0.878261, 0.771573, 0.857798, 0.771573, 0.593220, 0.898990, 0.766822, 0.903226, 0.779381, 0.903226, 0.794095, 0.890000, 
1.226557, 0.821320, 0.894118, 0.761357, 0.878261, 0.771573, 0.857798, 0.771573, 0.593220, 0.898990, 0.766822, 0.903226, 0.779381, 0.903226, 0.794095, 0.890000, 
1.229295, 0.819261, 0.894118, 0.761357, 0.878261, 0.771573, 0.857798, 0.771573, 0.593220, 0.898990, 0.766822, 0.903226, 0.774448, 0.903226, 0.789872, 0.890000, 
1.267625, 0.817203, 0.882353, 0.761357, 0.869565, 0.771573, 0.853211, 0.771573, 0.593220, 0.888889, 0.766822, 0.892473, 0.774448, 0.892473, 0.789872, 0.880000, 
