attribute,value
cd4,"(-inf, 0.5>"
cd4,"(0.5, 0.75>"
cd4,"(0.75, 2.25>"
cd4,"(2.25, 11.25>"
cd4,"(11.25, 11.75>"
cd4,"(11.75, 17.75>"
cd4,"(17.75, 18.5>"
cd4,"(18.5, 18.75>"
cd4,"(18.75, 19.25>"
cd4,"(19.25, 23.25>"
cd4,"(23.25, 52.5>"
cd4,"(52.5, 57.25>"
cd4,"(57.25, 64.25>"
cd4,"(64.25, 71.25>"
cd4,"(71.25, 78.25>"
cd4,"(78.25, 85.75>"
cd4,"(85.75, 291.25>"
cd4,"(291.25, 370.0>"
cd4,"(370.0, inf)"
tx,"(-inf, 0.5>"
tx,"(0.5, inf)"
priorzdv,"(-inf, 4.0>"
priorzdv,"(4.0, 4.5>"
priorzdv,"(4.5, 5.0>"
priorzdv,"(5.0, 5.5>"
priorzdv,"(5.5, 7.5>"
priorzdv,"(7.5, 8.5>"
priorzdv,"(8.5, 9.25>"
priorzdv,"(9.25, 16.5>"
priorzdv,"(16.5, 19.75>"
priorzdv,"(19.75, 37.5>"
priorzdv,"(37.5, 44.5>"
priorzdv,"(44.5, 75.5>"
priorzdv,"(75.5, 89.5>"
priorzdv,"(89.5, 91.5>"
priorzdv,"(91.5, 92.5>"
priorzdv,"(92.5, 95.0>"
priorzdv,"(95.0, 96.5>"
priorzdv,"(96.5, 99.0>"
priorzdv,"(99.0, 99.5>"
priorzdv,"(99.5, 100.5>"
priorzdv,"(100.5, 106.5>"
priorzdv,"(106.5, 128.0>"
priorzdv,"(128.0, inf)"
karnof,"(-inf, 75.0>"
karnof,"(75.0, 85.0>"
karnof,"(85.0, 95.0>"
karnof,"(95.0, inf)"
age,"(-inf, 26.5>"
age,"(26.5, 28.0>"
age,"(28.0, 28.5>"
age,"(28.5, 30.5>"
age,"(30.5, 31.5>"
age,"(31.5, 32.5>"
age,"(32.5, 40.5>"
age,"(40.5, 54.5>"
age,"(54.5, 56.5>"
age,"(56.5, 63.5>"
age,"(63.5, 66.5>"
age,"(66.5, 72.0>"
age,"(72.0, inf)"
strat2,"(-inf, 0.5>"
strat2,"(0.5, inf)"
raceth,"(-inf, 4.0>"
raceth,"(4.0, inf)"
txgrp,"(-inf, 1.5>"
txgrp,"(1.5, 2.5>"
txgrp,"(2.5, inf)"
hemophil,"(-inf, 0.5>"
hemophil,"(0.5, inf)"
