id,distance,n_actions
0,0.026438,1
1,0.018437,1
2,0.151515,2
3,0.044415,2
4,0.051637,2
5,0.031627,2
6,0.017973,1
7,0.151515,2
8,0.043748,2
9,0.022585,2
10,0.121212,2
11,0.032236,1
12,0.034500,2
13,0.033572,2
14,0.041720,2
15,0.060606,1
16,0.151515,2
17,0.060606,1
18,0.049057,2
19,0.019481,1
20,0.030903,2
21,0.059294,2
22,0.151515,2
23,0.016466,1
24,0.151515,2
25,0.181818,2
26,0.033745,2
27,0.181818,2
28,0.060832,2
29,0.065789,2
30,0.048217,2
31,0.015074,1
32,0.034876,2
33,0.030960,1
34,0.052477,2
35,0.061757,2
36,0.121212,2
37,0.041168,2
38,0.052621,2
39,0.029107,2
40,0.033454,2
41,0.151515,2
42,0.039834,2
43,0.034323,1
44,0.029630,2
45,0.071964,2
46,0.037368,2
47,0.060606,1
48,0.072891,2
49,0.043807,2
50,0.037368,2
51,0.044155,2
52,0.070285,2
53,0.051722,2
54,0.034010,2
55,0.019249,1
56,0.022263,1
57,0.060832,2
58,0.049897,2
59,0.033859,1
60,0.046360,2
61,0.024351,1
62,0.014958,1
63,0.027597,1
64,0.151515,2
65,0.060606,1
66,0.014726,1
67,0.070605,2
68,0.151515,2
69,0.063641,2
70,0.181818,2
71,0.019481,1
72,0.121212,2
73,0.024583,1
74,0.047373,2
75,0.090909,1
76,0.024699,1
77,0.064542,2
78,0.024090,2
79,0.031107,2
80,0.033981,2
81,0.043345,2
82,0.020872,1
83,0.035979,2
84,0.037081,2
85,0.031831,2
86,0.035830,1
87,0.024235,1
88,0.016698,1
89,0.151515,2
90,0.151515,2
91,0.023539,1
92,0.045489,2
93,0.051291,2
94,0.046881,2
95,0.151515,2
96,0.038471,2
97,0.027597,1
98,0.056594,2
99,0.060016,2
100,0.044647,2
101,0.022032,1
102,0.054652,2
103,0.090909,1
104,0.050884,2
105,0.049403,2
106,0.181818,2
107,0.060606,1
108,0.016582,1
109,0.015074,1
110,0.027481,1
111,0.043951,2
112,0.023075,1
113,0.151515,2
114,0.032498,2
