id,distance,n_actions
0,0.034169,2
1,0.038528,2
2,0.007355,1
3,0.045455,1
4,0.068182,1
5,0.031908,2
6,0.006178,1
7,0.031057,2
8,0.068182,1
9,0.014958,1
10,0.068182,1
11,0.024198,2
12,0.017161,1
13,0.014147,1
14,0.007885,1
15,0.025890,1
16,0.068182,1
17,0.068182,1
18,0.004707,1
19,0.016698,1
20,0.018669,1
21,0.002942,1
22,0.019596,1
23,0.068182,1
24,0.032047,2
25,0.000883,1
26,0.026194,2
27,0.037633,2
28,0.040641,2
29,0.004707,1
30,0.007649,1
31,0.045455,1
32,0.022736,2
33,0.009276,1
34,0.016814,1
35,0.032047,2
36,0.007355,1
37,0.068182,1
38,0.007189,1
39,0.045455,1
40,0.001177,1
41,0.017741,1
42,0.005798,1
43,0.003015,1
44,0.021800,1
45,0.017857,1
46,0.068182,1
47,0.068182,1
48,0.068182,1
49,0.017277,1
50,0.009740,1
51,0.034470,2
52,0.017509,1
53,0.045455,1
54,0.003711,1
55,0.022727,1
56,0.006957,1
57,0.029479,2
58,0.093263,2
59,0.035138,2
60,0.002942,1
61,0.068182,1
62,0.017393,1
63,0.014958,1
64,0.011827,1
65,0.104148,2
66,0.018437,1
67,0.045455,1
68,0.001623,1
69,0.036493,2
70,0.068182,1
71,0.007537,1
72,0.045455,1
73,0.008465,1
74,0.035068,2
75,0.007355,1
76,0.018829,1
77,0.005682,1
78,0.045455,1
79,0.045455,1
80,0.043330,2
81,0.014610,1
82,0.029255,2
83,0.007061,1
84,0.007885,1
85,0.068182,1
86,0.068182,1
87,0.005102,1
88,0.005798,1
89,0.022476,2
90,0.022727,1
91,0.007885,1
92,0.019365,1
93,0.045455,1
94,0.024295,1
95,0.003247,1
96,0.013683,1
97,0.068182,1
98,0.068182,1
99,0.019712,1
100,0.004754,1
101,0.005296,1
102,0.004290,1
103,0.005566,1
104,0.068182,1
105,0.026687,2
106,0.012175,1
107,0.043832,2
108,0.005001,1
109,0.032000,2
110,0.068182,1
111,0.028534,2
112,0.004406,1
113,0.024814,1
114,0.007355,1
