id,left,right
0,42,60
1,16,60
2,130,20
3,1011,25
4,1011,25
5,8,60
6,354,20
7,42,60
8,1011,25
9,460,20
10,1011,25
11,71,60
12,460,20
13,460,20
14,460,20
15,0,20
16,1011,25
17,1011,25
18,354,20
19,460,20
20,460,20
21,354,20
22,460,20
23,1011,25
24,42,60
25,354,20
26,12,60
27,48,60
28,16,60
29,247,20
30,130,20
31,1011,25
32,6,60
33,460,20
34,460,20
35,42,60
36,130,20
37,1011,25
38,460,20
39,1011,25
40,247,20
41,460,20
42,30,20
43,24,20
44,31,60
45,460,20
46,1011,25
47,1011,25
48,1011,25
49,460,20
50,460,20
51,48,60
52,460,20
53,1011,25
54,3,20
55,1011,25
56,30,20
57,15,60
58,83,20
59,48,60
60,354,20
61,1011,25
62,460,20
63,460,20
64,460,20
65,52,20
66,460,20
67,1011,25
68,30,20
69,48,60
70,1011,25
71,460,20
72,1011,25
73,460,20
74,15,60
75,130,20
76,11,20
77,30,20
78,1011,25
79,1011,25
80,48,60
81,460,20
82,71,60
83,32,20
84,460,20
85,1011,25
86,1011,25
87,26,20
88,30,20
89,8,60
90,1011,25
91,460,20
92,460,20
93,1011,25
94,281,20
95,24,20
96,460,20
97,1011,25
98,1011,25
99,460,20
100,26,20
101,354,20
102,26,20
103,30,20
104,1011,25
105,71,60
106,460,20
107,8,60
108,354,20
109,3,60
110,1011,25
111,1,60
112,26,20
113,31,60
114,130,20
