id,distance,n_actions
0,0.000696,1
1,0.051948,1
2,0.020640,1
3,0.033395,1
4,0.016814,1
5,0.101809,2
6,0.025510,1
7,0.017393,1
8,0.109230,2
9,0.036526,1
10,0.121869,2
11,0.014378,1
12,0.120710,2
13,0.066288,2
14,0.003015,1
15,0.004754,1
16,0.007421,1
17,0.020524,1
18,0.015422,1
19,0.023423,1
20,0.016814,1
21,0.019133,1
22,0.090909,1
23,0.063853,2
24,0.072240,1
25,0.106795,2
26,0.120478,2
27,0.117695,2
28,0.031433,2
29,0.090909,1
30,0.053958,2
31,0.045223,1
32,0.030148,1
33,0.028525,1
34,0.012407,1
35,0.122333,2
36,0.011596,1
37,0.016582,1
38,0.008581,1
39,0.120710,2
40,0.037618,1
41,0.027597,1
42,0.036967,2
43,0.061418,2
44,0.006494,1
45,0.025974,1
46,0.115955,2
47,0.120130,2
48,0.024699,1
49,0.037104,2
50,0.035019,1
51,0.090909,1
52,0.028873,1
53,0.090909,1
54,0.117115,2
55,0.002551,1
56,0.037801,1
57,0.032823,2
58,0.120014,2
59,0.120246,2
60,0.124188,2
61,0.027713,1
62,0.008001,1
63,0.034671,1
64,0.011943,1
65,0.033395,1
66,0.004290,1
67,0.000580,1
68,0.090909,1
69,0.002783,1
70,0.020292,1
71,0.003595,1
72,0.027481,1
73,0.026786,1
74,0.014958,1
75,0.018553,1
76,0.090909,1
77,0.036642,1
78,0.005798,1
79,0.050827,2
80,0.118081,2
81,0.118159,2
82,0.048933,1
83,0.118391,2
84,0.028177,1
85,0.007537,1
86,0.123956,2
87,0.031424,1
88,0.042915,2
89,0.015306,1
90,0.121985,2
91,0.090909,1
92,0.032727,2
93,0.040855,2
94,0.118622,2
95,0.006725,1
96,0.113057,2
97,0.023319,2
98,0.124188,2
99,0.024930,1
100,0.022843,1
101,0.040353,1
102,0.117579,2
103,0.012291,1
104,0.009624,1
105,0.090909,1
106,0.021800,1
107,0.034555,1
108,0.051059,2
109,0.043019,1
110,0.123261,2
111,0.028953,2
112,0.035135,1
113,0.116419,2
114,0.090909,1
