time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, 
1.0, 0.999035, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.993151, 1.000000, 0.994565, 1.000000, 0.989899, 1.000000, 0.995495, 1.000000, 1.000000, 1.000000, 0.992481, 1.000000, 0.995851, 1.000000, 0.995025, 1.000000, 0.996479, 1.000000, 0.997706, 1.000000, 1.000000, 0.972222, 0.997608, 1.000000, 1.000000, 0.971429, 0.997980, 1.000000, 
2.0, 0.998068, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.993151, 1.000000, 0.994565, 1.000000, 0.989899, 1.000000, 0.995495, 1.000000, 1.000000, 1.000000, 0.992481, 1.000000, 0.995851, 1.000000, 0.990050, 1.000000, 0.992958, 1.000000, 0.995413, 1.000000, 1.000000, 0.972222, 0.995215, 1.000000, 1.000000, 0.971429, 0.995960, 1.000000, 
3.0, 0.998068, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.993151, 1.000000, 0.994565, 1.000000, 0.989899, 1.000000, 0.995495, 1.000000, 1.000000, 1.000000, 0.992481, 1.000000, 0.995851, 1.000000, 0.990050, 1.000000, 0.992958, 1.000000, 0.995413, 1.000000, 1.000000, 0.972222, 0.995215, 1.000000, 1.000000, 0.971429, 0.995960, 1.000000, 
4.0, 0.998068, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.993151, 1.000000, 0.994565, 1.000000, 0.989899, 1.000000, 0.995495, 1.000000, 1.000000, 1.000000, 0.992481, 1.000000, 0.995851, 1.000000, 0.990050, 1.000000, 0.992958, 1.000000, 0.995413, 1.000000, 1.000000, 0.972222, 0.995215, 1.000000, 1.000000, 0.971429, 0.995960, 1.000000, 
7.0, 0.995158, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.993151, 1.000000, 0.994565, 1.000000, 0.969697, 1.000000, 0.986486, 1.000000, 1.000000, 1.000000, 0.992481, 1.000000, 0.995851, 1.000000, 0.990050, 1.000000, 0.989437, 1.000000, 0.990826, 1.000000, 1.000000, 0.944444, 0.992817, 1.000000, 1.000000, 0.971429, 0.989887, 1.000000, 
9.0, 0.994188, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.986301, 1.000000, 0.989130, 1.000000, 0.969697, 1.000000, 0.986486, 1.000000, 0.990826, 1.000000, 0.984962, 1.000000, 0.991701, 1.000000, 0.985075, 1.000000, 0.985915, 1.000000, 0.988532, 1.000000, 1.000000, 0.944444, 0.990419, 1.000000, 1.000000, 0.971429, 0.987862, 1.000000, 
10.0, 0.994188, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.986301, 1.000000, 0.989130, 1.000000, 0.969697, 1.000000, 0.986486, 1.000000, 0.990826, 1.000000, 0.984962, 1.000000, 0.991701, 1.000000, 0.985075, 1.000000, 0.985915, 1.000000, 0.988532, 1.000000, 1.000000, 0.944444, 0.990419, 1.000000, 1.000000, 0.971429, 0.987862, 1.000000, 
11.0, 0.994188, 0.968750, 1.000000, 0.984375, 1.000000, 0.984127, 1.000000, 0.991525, 1.000000, 0.986301, 1.000000, 0.989130, 1.000000, 0.969697, 1.000000, 0.986486, 1.000000, 0.990826, 1.000000, 0.984962, 1.000000, 0.991701, 1.000000, 0.985075, 1.000000, 0.985915, 1.000000, 0.988532, 1.000000, 1.000000, 0.944444, 0.990419, 1.000000, 1.000000, 0.971429, 0.987862, 1.000000, 
13.0, 0.992244, 0.968750, 0.997826, 0.984375, 0.997788, 0.984127, 0.997788, 0.991525, 0.997788, 0.986301, 0.997788, 0.989130, 0.997826, 0.969697, 0.997845, 0.986486, 0.997845, 0.990826, 0.997826, 0.977386, 0.997826, 0.987534, 0.997826, 0.980074, 0.997826, 0.982382, 0.997826, 0.986233, 0.997845, 0.997802, 0.944444, 0.988015, 0.997826, 0.997921, 0.971429, 0.985834, 0.997845, 
14.0, 0.989329, 0.936458, 0.997826, 0.968498, 0.997788, 0.984127, 0.997788, 0.982978, 0.997788, 0.965610, 0.997788, 0.972736, 0.997826, 0.949495, 0.997845, 0.972911, 0.997845, 0.972306, 0.997826, 0.969809, 0.997826, 0.979201, 0.997826, 0.975074, 0.997826, 0.971781, 0.997826, 0.979336, 0.997845, 0.997802, 0.916667, 0.980803, 0.997826, 0.997921, 0.971429, 0.979749, 0.997845, 
15.0, 0.988357, 0.936458, 0.997826, 0.952621, 0.997788, 0.968254, 0.997788, 0.974430, 0.997788, 0.958713, 0.997788, 0.967271, 0.997826, 0.949495, 0.997845, 0.968386, 0.997845, 0.972306, 0.997826, 0.962233, 0.997826, 0.975034, 0.997826, 0.970073, 0.997826, 0.971781, 0.997826, 0.977038, 0.997845, 0.997802, 0.916667, 0.978399, 0.997826, 0.997921, 0.971429, 0.977720, 0.997845, 
16.0, 0.987385, 0.904167, 0.997826, 0.936744, 0.997788, 0.952381, 0.997788, 0.965883, 0.997788, 0.951815, 0.997788, 0.961806, 0.997826, 0.939394, 0.997845, 0.963861, 0.997845, 0.972306, 0.997826, 0.954656, 0.997826, 0.970867, 0.997826, 0.965073, 0.997826, 0.968247, 0.997826, 0.974739, 0.997845, 0.997802, 0.916667, 0.975996, 0.997826, 0.997921, 0.971429, 0.975692, 0.997845, 
17.0, 0.986413, 0.904167, 0.997826, 0.936744, 0.997788, 0.952381, 0.997788, 0.965883, 0.997788, 0.951815, 0.997788, 0.956342, 0.997826, 0.929293, 0.997845, 0.959335, 0.997845, 0.963046, 0.997826, 0.954656, 0.997826, 0.970867, 0.997826, 0.965073, 0.997826, 0.964713, 0.997826, 0.972440, 0.997845, 0.997802, 0.916667, 0.973592, 0.997826, 0.997921, 0.942857, 0.973663, 0.997845, 
18.0, 0.983492, 0.904167, 0.997826, 0.936744, 0.997788, 0.952381, 0.997788, 0.965883, 0.997788, 0.951815, 0.997788, 0.956342, 0.997826, 0.919192, 0.997845, 0.954810, 0.997845, 0.953785, 0.997826, 0.947079, 0.997826, 0.966700, 0.997826, 0.960073, 0.997826, 0.957646, 0.997826, 0.965543, 0.997845, 0.997802, 0.888889, 0.968784, 0.997826, 0.997921, 0.914286, 0.967578, 0.997845, 
