rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 5, 5, 3, 3.0888, 44.8842, 0.0000, 0.0000, 194.0000, 364.0000, -170.0000
r2, 5, 5, 2, 6.1776, 44.1120, 0.0000, 0.0000, 347.0000, 364.0000, -17.0000
r3, 6, 6, 3, 6.0811, 44.1120, 0.0000, 0.0000, 348.0000, 364.0000, -16.0000
r4, 5, 5, 2, 11.3900, 44.1120, 0.0000, 0.0000, 348.0000, 364.0000, -16.0000
r5, 5, 5, 2, 14.0927, 44.1120, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r6, 4, 4, 2, 17.7606, 44.8842, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r7, 2, 2, 1, 9.5560, 45.2703, 0.0000, 0.0000, 341.0000, 364.0000, -23.0000
r8, 2, 2, 1, 21.4286, 45.2703, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r9, 4, 4, 2, 10.5212, 44.8842, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r10, 4, 4, 2, 12.8378, 44.8842, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r11, 5, 5, 3, 23.2625, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r12, 4, 4, 2, 19.4015, 44.8842, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r13, 5, 5, 3, 27.4131, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r14, 3, 3, 2, 42.0849, 45.2703, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r15, 3, 3, 0, 44.3050, 3.4749, 0.0000, 0.0000, 364.0000, 341.0000, 23.0000
r16, 4, 4, 2, 40.3475, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r17, 3, 3, 0, 46.8147, 3.3784, 0.0000, 0.0000, 364.0000, 341.0000, 23.0000
r18, 3, 3, 2, 47.7799, 45.2703, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
