id,p
0,0.046460
1,0.046460
2,0.046460
3,0.046460
4,0.046460
5,0.046460
6,0.046460
7,0.046460
8,0.046460
9,0.046460
10,0.046460
11,0.046460
12,0.046460
13,0.046460
14,0.046460
15,0.046460
16,0.046460
17,0.046460
18,0.046460
19,0.046460
20,0.046460
21,0.046460
22,0.046460
23,0.046460
24,0.046460
25,0.046460
26,0.046460
27,0.046460
28,0.046460
29,0.046460
30,0.046460
31,0.046460
32,0.046460
33,0.046460
34,0.046460
35,0.046460
36,0.046460
37,1.000000
38,0.046460
39,0.046460
40,0.046460
41,0.046460
42,0.046460
43,0.046460
44,0.046460
45,0.046460
46,0.046460
47,0.046460
48,0.046460
49,0.046460
