id,distance,n_actions
0,0.031963,2
1,0.105820,3
2,0.113284,3
3,0.054250,3
4,0.031923,2
5,0.042420,2
6,0.123498,3
7,0.029606,2
8,0.076096,3
9,0.118115,3
10,0.112260,3
11,0.109936,3
12,0.041711,2
13,0.049910,2
14,0.052575,2
15,0.029855,2
16,0.143225,3
17,0.130201,3
18,0.120426,3
19,0.022155,1
20,0.033558,2
21,0.046004,2
22,0.035704,2
23,0.033177,2
24,0.016674,2
25,0.038693,2
26,0.048111,2
27,0.059711,2
28,0.017560,2
29,0.030315,2
30,0.039216,2
31,0.032448,2
32,0.043142,2
33,0.045998,2
34,0.097142,3
35,0.062553,2
36,0.041770,2
37,0.039932,2
38,0.023764,2
39,0.019175,2
40,0.024282,1
41,0.133089,3
42,0.115673,3
43,0.078269,3
44,0.042190,2
45,0.028589,2
46,0.067221,2
47,0.062941,3
48,0.061234,2
49,0.028201,2
50,0.040267,2
51,0.058720,2
52,0.064713,2
53,0.044206,2
54,0.039407,2
55,0.150116,3
56,0.086429,2
57,0.024820,2
