id,distance,n_actions
0,0.138131,3
1,0.028536,1
2,0.059194,2
3,0.016749,1
4,0.057695,3
5,0.060379,3
6,0.128560,3
7,0.041860,3
8,0.027473,1
9,0.055826,3
10,0.125428,3
11,0.078299,3
12,0.129150,3
13,0.028004,1
14,0.122415,3
15,0.055418,2
16,0.062690,3
17,0.030645,3
18,0.088562,3
19,0.028181,1
20,0.026055,1
21,0.019231,1
22,0.057019,3
23,0.122770,3
24,0.055595,2
25,0.028000,3
26,0.039604,3
27,0.048383,3
28,0.034950,3
29,0.052480,3
30,0.045903,3
31,0.011787,1
32,0.061613,3
33,0.026011,3
34,0.078932,2
35,0.030184,3
36,0.069525,3
37,0.062153,2
38,0.058825,3
39,0.066718,3
40,0.018699,1
41,0.127024,3
42,0.102091,2
43,0.114026,2
44,0.089448,2
45,0.049969,3
46,0.019851,1
47,0.082190,3
48,0.029068,1
49,0.101382,2
50,0.084956,3
51,0.089289,3
52,0.079844,2
53,0.115326,3
54,0.046340,3
55,0.080267,3
56,0.125960,3
57,0.092520,2
