time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
0.002738, 0.950719, 0.873874, 1.000000, 0.978541, 0.880342, 0.900000, 1.000000, 0.914110, 1.000000, 0.917476, 1.000000, 0.918455, 1.000000, 
0.150582, 0.948665, 0.873874, 0.982143, 0.974249, 0.880342, 0.900000, 0.981481, 0.914110, 0.981818, 0.917476, 0.981481, 0.918455, 0.981818, 
0.186174, 0.946612, 0.873874, 0.982143, 0.974249, 0.880342, 0.900000, 0.981481, 0.914110, 0.981818, 0.912621, 0.981481, 0.914163, 0.981818, 
0.199863, 0.944559, 0.873874, 0.982143, 0.969957, 0.880342, 0.900000, 0.981481, 0.914110, 0.981818, 0.912621, 0.981481, 0.914163, 0.981818, 
0.238193, 0.940452, 0.864865, 0.982143, 0.965665, 0.871795, 0.892857, 0.981481, 0.907975, 0.981818, 0.907767, 0.981481, 0.909871, 0.981818, 
0.240931, 0.938398, 0.864865, 0.982143, 0.965665, 0.871795, 0.892857, 0.981481, 0.901840, 0.981818, 0.902913, 0.981481, 0.905579, 0.981818, 
0.303901, 0.936345, 0.864865, 0.982143, 0.965665, 0.863248, 0.885714, 0.981481, 0.895706, 0.981818, 0.898058, 0.981481, 0.901288, 0.981818, 
0.33128, 0.934292, 0.855856, 0.982143, 0.965665, 0.854701, 0.878571, 0.981481, 0.889571, 0.981818, 0.893204, 0.981481, 0.896996, 0.981818, 
0.344969, 0.932238, 0.855856, 0.982143, 0.965665, 0.854701, 0.878571, 0.981481, 0.889571, 0.981818, 0.893204, 0.981481, 0.896996, 0.981818, 
0.350445, 0.930185, 0.855856, 0.982143, 0.965665, 0.846154, 0.871429, 0.981481, 0.883436, 0.981818, 0.888350, 0.981481, 0.892704, 0.981818, 
0.364134, 0.928131, 0.855856, 0.964286, 0.961373, 0.846154, 0.871429, 0.962963, 0.883436, 0.963636, 0.888350, 0.962963, 0.892704, 0.963636, 
0.366872, 0.926078, 0.855856, 0.964286, 0.957082, 0.846154, 0.871429, 0.962963, 0.883436, 0.963636, 0.888350, 0.962963, 0.892704, 0.963636, 
0.391513, 0.924025, 0.846847, 0.964286, 0.957082, 0.837607, 0.864286, 0.962963, 0.877301, 0.963636, 0.883495, 0.962963, 0.888412, 0.963636, 
0.405202, 0.921971, 0.846847, 0.964286, 0.957082, 0.837607, 0.864286, 0.962963, 0.871166, 0.963636, 0.878641, 0.962963, 0.884120, 0.963636, 
0.416153, 0.919918, 0.846847, 0.946429, 0.952790, 0.837607, 0.864286, 0.944444, 0.871166, 0.945455, 0.878641, 0.944444, 0.884120, 0.945455, 
0.443532, 0.917864, 0.846847, 0.946429, 0.948498, 0.837607, 0.864286, 0.944444, 0.871166, 0.945455, 0.878641, 0.944444, 0.884120, 0.945455, 
0.457221, 0.913758, 0.837838, 0.946429, 0.948498, 0.829060, 0.857143, 0.944444, 0.858896, 0.945455, 0.868932, 0.944444, 0.875536, 0.945455, 
0.462697, 0.911704, 0.837838, 0.946429, 0.944206, 0.829060, 0.857143, 0.944444, 0.858896, 0.945455, 0.868932, 0.944444, 0.875536, 0.945455, 
0.481862, 0.909651, 0.837838, 0.946429, 0.944206, 0.829060, 0.850000, 0.944444, 0.852761, 0.945455, 0.864078, 0.944444, 0.871245, 0.945455, 
0.501027, 0.907598, 0.837838, 0.946429, 0.944206, 0.829060, 0.850000, 0.944444, 0.852761, 0.945455, 0.859223, 0.944444, 0.866953, 0.945455, 
0.531143, 0.905544, 0.837838, 0.946429, 0.944206, 0.829060, 0.842857, 0.944444, 0.852761, 0.945455, 0.854369, 0.944444, 0.862661, 0.945455, 
0.539357, 0.901437, 0.837838, 0.946429, 0.935622, 0.829060, 0.842857, 0.944444, 0.852761, 0.945455, 0.854369, 0.944444, 0.862661, 0.945455, 
0.558522, 0.899384, 0.828829, 0.946429, 0.935622, 0.820513, 0.835714, 0.944444, 0.846626, 0.945455, 0.849515, 0.944444, 0.858369, 0.945455, 
0.569473, 0.897331, 0.828829, 0.928571, 0.931330, 0.820513, 0.835714, 0.925926, 0.846626, 0.927273, 0.849515, 0.925926, 0.858369, 0.927273, 
0.577687, 0.895277, 0.828829, 0.928571, 0.927039, 0.820513, 0.835714, 0.925926, 0.846626, 0.927273, 0.849515, 0.925926, 0.858369, 0.927273, 
0.596851, 0.893224, 0.828829, 0.928571, 0.922747, 0.820513, 0.835714, 0.925926, 0.846626, 0.927273, 0.849515, 0.925926, 0.858369, 0.927273, 
0.613279, 0.891170, 0.828829, 0.928571, 0.918455, 0.820513, 0.835714, 0.925926, 0.846626, 0.927273, 0.849515, 0.925926, 0.858369, 0.927273, 
0.689938, 0.889117, 0.819820, 0.928571, 0.918455, 0.811966, 0.828571, 0.925926, 0.840491, 0.927273, 0.844660, 0.925926, 0.854077, 0.927273, 
