id,left,right
0,9,45
1,48,23
2,17,45
3,63,45
4,79,45
5,46,45
6,49,23
7,69,23
8,46,45
9,26,45
10,63,23
11,63,45
12,45,45
13,11,45
14,33,48
15,16,45
16,180,23
17,29,48
18,79,45
19,29,48
20,33,48
21,49,23
22,63,45
23,11,45
24,33,48
25,24,48
26,48,23
27,29,48
28,174,23
29,174,23
30,16,45
31,174,23
32,180,23
33,16,45
34,9,45
35,18,45
36,9,45
37,143,48
38,174,23
39,63,45
40,28,45
41,69,23
42,102,48
43,45,48
44,9,45
45,28,45
46,180,23
47,79,45
48,27,23
49,192,22
50,28,45
51,174,23
52,174,23
53,14,45
54,9,45
55,23,23
56,180,23
57,174,23
58,174,23
59,180,23
60,180,23
61,143,48
62,16,45
63,11,45
64,69,23
65,4,48
66,26,45
67,19,45
68,7,23
69,19,45
70,174,23
71,63,45
72,11,45
73,24,45
74,174,23
75,63,45
76,69,23
77,46,45
78,49,23
79,192,22
80,63,45
81,48,23
82,69,23
83,174,23
84,174,23
85,118,48
86,180,23
87,45,45
88,174,23
89,24,45
90,118,48
91,26,45
92,49,23
93,10,45
94,26,45
95,180,23
96,180,23
97,192,22
98,29,48
99,174,23
100,174,23
101,174,23
102,174,23
