id,p
0,0.000005
1,0.000158
2,0.000009
3,0.000080
4,0.000001
5,0.000000
6,0.024728
7,0.199815
8,0.000000
9,0.000000
10,0.846712
11,0.000080
12,0.000126
13,0.000000
14,0.000003
15,0.000197
16,0.000019
17,0.437659
18,0.000000
19,0.437659
20,0.002759
21,0.024728
22,0.000080
23,0.000000
24,0.000003
25,0.000000
26,0.000158
27,0.437659
28,0.002288
29,0.002288
30,0.000197
31,0.002288
32,0.000019
33,0.000000
34,0.000005
35,0.000000
36,0.000005
37,0.274001
38,0.002288
39,0.000080
40,0.000000
41,0.199815
42,0.366226
43,0.000197
44,0.000005
45,0.000000
46,0.000019
47,0.000001
48,0.557491
49,0.000158
50,0.000000
51,0.002288
52,0.002288
53,0.000000
54,0.000005
55,1.000000
56,0.000019
57,0.002288
58,0.002288
59,0.000019
60,0.000019
61,0.274001
62,0.000197
63,0.000000
64,0.199815
65,0.991739
66,0.000000
67,0.000001
68,0.846712
69,0.000001
70,0.002288
71,0.000080
72,0.000000
73,0.000000
74,0.002288
75,0.000080
76,0.199815
77,0.000000
78,0.024728
79,0.000158
80,0.000080
81,0.000158
82,0.199815
83,0.002288
84,0.002288
85,0.000080
86,0.000019
87,0.000126
88,0.002288
89,0.000197
90,0.000080
91,0.000000
92,0.024728
93,0.000019
94,0.000000
95,0.000019
96,0.000019
97,0.000158
98,0.437659
99,0.002288
100,0.002288
101,0.002288
102,0.002288
