id,distance,n_actions
0,0.500000,4
1,0.107143,1
2,0.428571,4
3,0.428571,3
4,0.500000,4
5,0.571429,4
6,0.071429,1
7,0.107143,2
8,0.571429,4
9,0.357143,3
10,0.071429,1
11,0.428571,3
12,0.357143,3
13,0.333333,3
14,0.285714,2
15,0.285714,2
16,0.178571,2
17,0.190476,2
18,0.452381,4
19,0.190476,2
20,0.238095,2
21,0.071429,1
22,0.428571,3
23,0.333333,3
24,0.285714,2
25,0.333333,3
26,0.107143,1
27,0.190476,2
28,0.142857,2
29,0.142857,2
30,0.285714,2
31,0.142857,2
32,0.178571,2
33,0.238095,2
34,0.500000,4
35,0.190476,2
36,0.500000,4
37,0.047619,1
38,0.142857,2
39,0.428571,3
40,0.404762,4
41,0.107143,2
42,0.119048,2
43,0.285714,2
44,0.500000,4
45,0.404762,4
46,0.178571,2
47,0.500000,4
48,0.035714,1
49,0.107143,1
50,0.404762,4
51,0.142857,2
52,0.142857,2
53,0.476190,4
54,0.500000,4
55,0.000000,0
56,0.178571,2
57,0.142857,2
58,0.142857,2
59,0.178571,2
60,0.178571,2
61,0.047619,1
62,0.285714,2
63,0.333333,3
64,0.107143,2
65,0.142857,1
66,0.357143,3
67,0.428571,3
68,0.107143,2
69,0.428571,3
70,0.142857,2
71,0.428571,3
72,0.333333,3
73,0.261905,3
74,0.142857,2
75,0.428571,3
76,0.107143,2
77,0.571429,4
78,0.071429,1
79,0.107143,1
80,0.428571,3
81,0.107143,1
82,0.107143,2
83,0.142857,2
84,0.142857,2
85,0.428571,3
86,0.178571,2
87,0.357143,3
88,0.142857,2
89,0.357143,3
90,0.428571,3
91,0.357143,3
92,0.071429,1
93,0.357143,3
94,0.357143,3
95,0.178571,2
96,0.178571,2
97,0.107143,1
98,0.190476,2
99,0.142857,2
100,0.142857,2
101,0.142857,2
102,0.142857,2
