id,distance,n_actions
0,0.090909,1
1,0.060606,1
2,0.006146,1
3,0.092262,2
4,0.027713,1
5,0.060335,2
6,0.060606,1
7,0.060606,1
8,0.090909,1
9,0.005218,1
10,0.010436,1
11,0.090909,1
12,0.012759,1
13,0.151515,2
14,0.007537,1
15,0.060606,1
16,0.060606,1
17,0.060606,1
18,0.060606,1
19,0.090909,1
20,0.060606,1
21,0.002783,1
22,0.060606,1
23,0.060606,1
24,0.060606,1
25,0.090909,1
26,0.057669,2
27,0.005450,1
28,0.044657,1
29,0.053030,2
30,0.001276,1
31,0.030303,1
32,0.007073,1
33,0.060606,1
34,0.025518,1
35,0.060606,1
36,0.014263,1
37,0.010088,1
38,0.062191,2
39,0.083333,2
40,0.006380,1
41,0.060606,1
42,0.060567,2
43,0.060606,1
44,0.000232,1
45,0.044657,1
46,0.062887,2
47,0.060606,1
48,0.061727,2
49,0.090059,2
50,0.007974,1
51,0.017544,1
52,0.054226,1
53,0.022329,1
54,0.077072,2
55,0.090909,1
56,0.030303,1
57,0.044657,1
58,0.056277,2
59,0.060606,1
60,0.005798,1
61,0.060606,1
62,0.060606,1
63,0.090909,1
64,0.060606,1
65,0.060606,1
66,0.090909,1
67,0.048276,2
68,0.060606,1
69,0.036683,1
70,0.090909,1
71,0.060606,1
72,0.030303,1
73,0.060606,1
74,0.013103,1
75,0.043251,1
76,0.090909,1
77,0.003247,1
78,0.052798,2
79,0.086928,2
80,0.004986,1
81,0.083217,2
82,0.090909,1
83,0.004986,1
84,0.002899,1
85,0.006380,1
86,0.030303,1
87,0.060606,1
88,0.060606,1
89,0.060606,1
90,0.060606,1
91,0.060606,1
92,0.008117,1
93,0.001160,1
94,0.060606,1
95,0.043174,2
96,0.091102,2
97,0.090909,1
98,0.091682,2
99,0.061611,2
100,0.062191,2
101,0.090909,1
102,0.061031,2
103,0.090909,1
104,0.121212,2
105,0.011943,1
106,0.090909,1
107,0.060606,1
108,0.060606,1
109,0.060606,1
110,0.060606,1
111,0.091798,2
112,0.090909,1
113,0.006262,1
114,0.060606,1
