id,left,right
0,6,20
1,12,20
2,4,20
3,48,23
4,4,20
5,4,20
6,2,21
7,6,20
8,1,21
9,2,20
10,70,20
11,70,20
12,1,21
13,4,20
14,16,20
15,70,20
16,70,20
17,0,20
18,5,20
19,4,20
20,6,20
21,32,20
22,30,20
23,32,20
24,2,20
25,11,20
26,1,21
27,5,20
28,0,21
29,5,20
30,32,20
31,1,21
32,4,20
33,2,21
34,70,20
35,7,23
36,11,20
37,32,20
38,6,20
39,5,20
40,16,20
41,4,20
42,1,20
43,41,20
44,1,20
45,1,20
46,70,20
47,3,20
48,67,20
49,2,20
50,32,20
51,1,21
52,18,27
53,9,20
54,1,20
55,14,20
56,1,20
57,8,20
58,0,21
59,30,20
60,70,20
61,42,27
62,3,21
63,70,20
64,41,20
65,0,21
66,70,20
67,5,20
