id,distance,n_actions
0,0.005001,1
1,0.009404,1
2,0.031177,2
3,0.060606,1
4,0.090909,1
5,0.060606,1
6,0.007837,1
7,0.090909,1
8,0.029781,1
9,0.009415,1
10,0.028213,1
11,0.090909,1
12,0.004702,1
13,0.004702,1
14,0.090909,1
15,0.021944,1
16,0.001567,1
17,0.090909,1
18,0.060606,1
19,0.090909,1
20,0.012539,1
21,0.004702,1
22,0.090909,1
23,0.090909,1
24,0.015674,1
25,0.090909,1
26,0.009415,1
27,0.090909,1
28,0.090909,1
29,0.030303,1
30,0.060606,1
31,0.090909,1
32,0.090909,1
33,0.090909,1
34,0.007837,1
35,0.004702,1
36,0.060606,1
37,0.090909,1
38,0.090909,1
39,0.026646,1
40,0.090909,1
41,0.090909,1
42,0.040752,1
43,0.090909,1
44,0.104998,2
45,0.090909,1
46,0.021944,1
47,0.030303,1
48,0.060606,1
49,0.007837,1
50,0.090909,1
51,0.003135,1
52,0.090909,1
53,0.090909,1
54,0.090909,1
55,0.000294,1
56,0.006378,1
57,0.090909,1
58,0.090909,1
59,0.031348,1
60,0.090909,1
61,0.090909,1
62,0.014122,1
63,0.000294,1
64,0.030303,1
65,0.023511,1
66,0.090909,1
67,0.090909,1
68,0.023242,1
69,0.006270,1
70,0.021821,2
71,0.001765,1
72,0.017241,1
73,0.048589,1
74,0.060606,1
75,0.090909,1
76,0.060606,1
77,0.090909,1
78,0.090909,1
79,0.090909,1
80,0.006767,1
81,0.121212,2
82,0.090909,1
83,0.090909,1
84,0.090909,1
85,0.090909,1
86,0.042320,1
87,0.017241,1
88,0.090909,1
89,0.090909,1
90,0.090909,1
91,0.018089,1
92,0.060606,1
93,0.017241,1
94,0.060606,1
95,0.003825,1
96,0.117521,2
97,0.031016,2
98,0.090909,1
99,0.018809,1
100,0.023511,1
101,0.090909,1
102,0.001567,1
103,0.032025,2
104,0.090909,1
105,0.090909,1
106,0.034483,1
107,0.090909,1
108,0.003135,1
109,0.060606,1
110,0.012062,1
111,0.039185,1
112,0.090909,1
113,0.060606,1
114,0.090909,1
