attribute,value
SensorMeasure14,"(-inf, 8052.75>"
SensorMeasure14,"(8052.75, 8081.785>"
SensorMeasure14,"(8081.785, 8082.885>"
SensorMeasure14,"(8082.885, inf)"
SensorMeasure2,"(-inf, 604.29>"
SensorMeasure2,"(604.29, inf)"
SensorMeasure13,"(-inf, 2028.315>"
SensorMeasure13,"(2028.315, 2387.2799999999997>"
SensorMeasure13,"(2387.2799999999997, 2387.5299999999997>"
SensorMeasure13,"(2387.5299999999997, 2387.89>"
SensorMeasure13,"(2387.89, inf)"
SensorMeasure3,"(-inf, 1347.0149999999999>"
SensorMeasure3,"(1347.0149999999999, 1356.685>"
SensorMeasure3,"(1356.685, 1477.9699999999998>"
SensorMeasure3,"(1477.9699999999998, 1573.6399999999999>"
SensorMeasure3,"(1573.6399999999999, 1597.1799999999998>"
SensorMeasure3,"(1597.1799999999998, inf)"
SensorMeasure12,"(-inf, 522.375>"
SensorMeasure12,"(522.375, inf)"
SensorMeasure11,"(-inf, 41.974999999999994>"
SensorMeasure11,"(41.974999999999994, 47.144999999999996>"
SensorMeasure11,"(47.144999999999996, 47.615>"
SensorMeasure11,"(47.615, inf)"
SensorMeasure21,"(-inf, 8.523150000000001>"
SensorMeasure21,"(8.523150000000001, 14.847999999999999>"
SensorMeasure21,"(14.847999999999999, 23.394849999999998>"
SensorMeasure21,"(23.394849999999998, 23.43675>"
SensorMeasure21,"(23.43675, 23.49055>"
SensorMeasure21,"(23.49055, inf)"
SensorMeasure6,"(-inf, 9.024999999999999>"
SensorMeasure6,"(9.024999999999999, 13.645>"
SensorMeasure6,"(13.645, inf)"
SensorMeasure17,"(-inf, 393.5>"
SensorMeasure17,"(393.5, inf)"
SensorMeasure4,"(-inf, 1041.4>"
SensorMeasure4,"(1041.4, 1128.945>"
SensorMeasure4,"(1128.945, 1240.8400000000001>"
SensorMeasure4,"(1240.8400000000001, 1240.9650000000001>"
SensorMeasure4,"(1240.9650000000001, inf)"
SensorMeasure20,"(-inf, 14.3>"
SensorMeasure20,"(14.3, inf)"
