id,distance,n_actions
0,0.016330,1
1,0.013389,1
2,0.041045,1
3,0.003020,1
4,0.035243,2
5,0.037811,2
6,0.022388,1
7,0.043720,2
8,0.023266,1
9,0.038472,2
10,0.032366,2
11,0.022608,1
12,0.012640,1
13,0.032563,1
14,0.019315,1
15,0.030929,1
16,0.045509,2
17,0.018923,1
18,0.032563,1
19,0.044187,2
20,0.045197,2
21,0.044693,2
22,0.031162,1
23,0.025680,1
24,0.037224,2
25,0.046364,2
26,0.042941,2
27,0.003292,1
28,0.045976,2
29,0.044421,2
30,0.040416,2
31,0.035556,2
32,0.032718,2
33,0.034273,2
34,0.047995,2
35,0.045742,2
36,0.045548,2
37,0.021134,1
38,0.041155,2
39,0.017779,1
40,0.032907,2
