id,left,right
0,53,20
1,11,20
2,11,22
3,227,20
4,53,20
5,227,20
6,37,20
7,95,20
8,227,20
9,227,20
10,28,20
11,37,20
12,95,20
13,227,20
14,227,20
15,45,24
16,3,24
17,45,24
18,227,20
19,227,20
20,95,20
21,20,20
22,20,20
23,28,20
24,53,20
25,227,20
26,48,24
27,20,20
28,95,20
29,95,20
30,227,20
31,227,20
32,227,20
33,17,24
34,28,20
35,95,20
36,48,24
37,227,20
38,53,20
39,3,20
40,28,20
41,12,20
42,95,20
43,227,20
44,53,20
45,227,20
46,10,20
47,5,20
48,227,20
49,15,22
50,227,20
51,4,24
52,7,20
53,53,20
54,10,20
55,1,20
56,28,20
57,95,20
58,95,20
59,95,20
60,48,24
61,45,24
62,8,20
63,37,20
64,95,20
65,8,20
66,9,20
67,95,20
68,227,20
