attribute,value
pnodes,"(-inf, 1.5>"
pnodes,"(1.5, 2.5>"
pnodes,"(2.5, 3.5>"
pnodes,"(3.5, 4.5>"
pnodes,"(4.5, 5.5>"
pnodes,"(5.5, 7.5>"
pnodes,"(7.5, 8.5>"
pnodes,"(8.5, 9.5>"
pnodes,"(9.5, 29.0>"
pnodes,"(29.0, 36.5>"
pnodes,"(36.5, 43.5>"
pnodes,"(43.5, inf)"
progrec,"(-inf, 5.5>"
progrec,"(5.5, 9.5>"
progrec,"(9.5, 10.5>"
progrec,"(10.5, 15.5>"
progrec,"(15.5, 21.5>"
progrec,"(21.5, 24.0>"
progrec,"(24.0, 52.5>"
progrec,"(52.5, 55.5>"
progrec,"(55.5, 76.0>"
progrec,"(76.0, 79.5>"
progrec,"(79.5, 103.5>"
progrec,"(103.5, 107.5>"
progrec,"(107.5, 114.5>"
progrec,"(114.5, 182.5>"
progrec,"(182.5, 389.0>"
progrec,"(389.0, 709.5>"
progrec,"(709.5, 1212.5>"
progrec,"(1212.5, 1290.0>"
progrec,"(1290.0, inf)"
tsize,"(-inf, 10.5>"
tsize,"(10.5, 12.0>"
tsize,"(12.0, 18.0>"
tsize,"(18.0, 19.5>"
tsize,"(19.5, 47.5>"
tsize,"(47.5, 59.0>"
tsize,"(59.0, 65.0>"
tsize,"(65.0, 87.5>"
tsize,"(87.5, inf)"
age,"(-inf, 29.5>"
age,"(29.5, 31.5>"
age,"(31.5, 32.5>"
age,"(32.5, 33.0>"
age,"(33.0, 33.5>"
age,"(33.5, 37.0>"
age,"(37.0, 39.5>"
age,"(39.5, 40.5>"
age,"(40.5, 41.0>"
age,"(41.0, 42.5>"
age,"(42.5, 57.5>"
age,"(57.5, 64.5>"
age,"(64.5, 67.0>"
age,"(67.0, 72.5>"
age,"(72.5, 74.5>"
age,"(74.5, inf)"
estrec,"(-inf, 0.5>"
estrec,"(0.5, 82.0>"
estrec,"(82.0, 84.0>"
estrec,"(84.0, 84.5>"
estrec,"(84.5, 538.5>"
estrec,"(538.5, 630.0>"
estrec,"(630.0, 845.0>"
estrec,"(845.0, 1102.0>"
estrec,"(1102.0, inf)"
