id,distance,n_actions
0,0.000519,1
1,0.001558,1
2,0.014805,2
3,0.013247,2
4,0.000519,1
5,0.001558,1
6,0.000519,1
7,0.018961,2
8,0.004675,1
9,0.006234,1
10,0.004675,1
11,0.002078,1
12,0.010130,2
13,0.001558,1
14,0.014805,2
15,0.006753,1
16,0.002078,1
17,0.006234,1
18,0.004675,1
19,0.001558,1
20,0.004675,1
21,0.003117,1
22,0.025455,2
23,0.002597,1
24,0.020260,2
25,0.004156,1
26,0.001039,1
27,0.013247,2
28,0.018701,2
29,0.003117,1
30,0.000519,1
31,0.011688,2
32,0.014286,2
33,0.001558,1
34,0.019221,2
35,0.012727,2
36,0.020260,2
37,0.004156,1
38,0.005714,1
39,0.021818,2
40,0.015844,2
41,0.006234,1
42,0.010649,2
