rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 6, 6, 3, 2.9923, 44.8842, 0.0000, 0.0000, 206.0000, 364.0000, -158.0000
r2, 6, 6, 3, 5.8880, 44.8842, 0.0000, 0.0000, 298.0000, 364.0000, -66.0000
r3, 6, 6, 3, 6.2741, 44.8842, 0.0000, 0.0000, 347.0000, 364.0000, -17.0000
r4, 5, 5, 2, 9.2664, 44.8842, 0.0000, 0.0000, 346.0000, 364.0000, -18.0000
r5, 4, 4, 2, 13.8031, 46.0425, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r6, 4, 4, 3, 9.0734, 46.4286, 0.0000, 0.0000, 348.0000, 364.0000, -16.0000
r7, 6, 6, 3, 18.1467, 44.8842, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r8, 3, 3, 1, 18.8224, 46.0425, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r9, 3, 3, 2, 9.8456, 46.4286, 0.0000, 0.0000, 347.0000, 364.0000, -17.0000
r10, 3, 3, 1, 19.8842, 46.0425, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r11, 5, 5, 2, 30.3089, 44.8842, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r12, 2, 2, 1, 34.8456, 46.4286, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r13, 5, 5, 3, 13.8996, 46.0425, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r14, 5, 4, 2, 24.4208, 44.6911, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r15, 2, 2, 1, 42.5676, 46.4286, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r16, 3, 3, 0, 47.2973, 3.0888, 0.0000, 0.0000, 364.0000, 335.0000, 29.0000
r17, 4, 3, 1, 43.1467, 44.6911, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r18, 2, 2, 0, 25.9653, 8.1081, 0.0000, 0.0314, 362.0000, 364.0000, -2.0000
