id,p
0,0.232792
1,0.862169
2,0.000000
3,0.055739
4,0.540289
5,0.000000
6,0.004687
7,0.540289
8,0.540289
9,0.997117
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.004687
15,0.000000
16,0.266634
17,0.000818
18,0.014232
19,0.862169
20,0.000000
21,0.000000
22,0.266634
23,0.079055
24,0.079055
25,0.000000
26,0.046488
27,0.436489
28,0.021501
29,0.046488
30,0.997117
31,0.046488
32,0.000000
33,0.046488
34,1.000000
35,0.862169
36,0.000000
37,0.540289
38,0.004687
39,0.997117
40,0.344696
41,0.540289
42,0.997117
43,0.000000
44,0.046488
45,0.046488
46,0.000000
47,0.344696
48,0.000000
49,0.232792
50,0.000000
51,0.540289
52,0.540289
53,0.000000
