id,left,right
0,88,31
1,142,31
2,32,145
3,92,142
4,88,31
5,10,20
6,145,32
7,142,31
8,10,20
9,94,145
10,88,31
11,142,31
12,31,142
13,10,145
14,4,142
15,88,31
16,31,142
17,11,142
18,4,145
19,32,145
20,92,142
21,142,31
22,19,31
23,22,31
24,142,31
25,6,31
26,88,31
27,142,31
28,94,145
29,92,142
30,88,31
31,142,31
32,142,31
33,94,145
34,94,145
35,4,31
36,19,31
37,88,31
38,88,31
39,31,142
40,142,31
41,145,32
42,142,31
43,92,142
44,142,31
45,92,142
46,88,31
47,94,145
48,32,145
49,22,31
50,3,31
51,31,142
52,142,31
53,31,142
