id,distance,n_actions
0,0.017647,1
1,0.034827,1
2,0.030931,2
3,0.036618,2
4,0.033791,2
5,0.041131,2
6,0.037680,2
7,0.030735,2
8,0.023395,2
9,0.034395,2
10,0.028824,2
11,0.017614,2
12,0.038350,2
13,0.038562,2
14,0.033562,2
15,0.033171,2
16,0.035702,2
17,0.040735,2
18,0.022314,2
19,0.038121,2
20,0.035065,2
21,0.041160,2
22,0.017366,2
23,0.039412,2
24,0.043137,2
25,0.042925,2
26,0.044640,2
27,0.044216,2
28,0.033174,2
29,0.037975,2
30,0.041389,2
31,0.039560,2
32,0.008497,1
33,0.042304,2
34,0.043464,2
35,0.026337,2
36,0.037238,2
37,0.041160,2
38,0.037076,2
39,0.012123,2
40,0.040949,2
41,0.026979,2
