id,p
0,0.000003
1,0.000007
2,0.000732
3,0.000003
4,0.000003
5,0.000003
6,0.000007
7,0.000016
8,0.000035
9,0.000035
10,0.000007
11,0.000003
12,0.000003
13,0.000003
14,0.000035
15,0.000035
16,0.000003
17,0.000007
18,0.000016
19,0.000007
20,0.000003
21,0.000007
22,0.000035
23,0.001501
24,0.000035
25,0.000035
26,0.000166
27,0.000003
28,0.000007
29,0.000003
30,0.000016
31,0.000016
32,0.000003
33,0.000016
34,0.000003
35,0.000035
36,0.000035
37,0.000003
38,0.000035
39,0.000166
40,0.000078
41,0.000003
42,0.000003
43,0.000001
44,0.000003
45,0.000003
46,0.000166
47,0.000001
48,0.000078
49,0.000016
50,0.000035
51,0.000003
52,0.000007
53,0.000016
54,0.000016
55,0.000016
56,0.000007
57,0.000003
58,0.000035
59,0.000732
60,0.000078
61,0.000003
62,0.000016
63,0.000078
64,0.000007
65,0.000166
66,0.000007
67,0.000007
68,0.000016
69,0.000166
70,0.000016
71,0.000003
72,0.000078
73,0.000035
74,0.000003
75,0.000001
76,0.000007
77,0.000035
78,0.000003
79,0.000035
80,0.000003
81,0.000078
82,0.000007
83,0.000000
84,0.000007
85,0.000156
86,0.000007
87,0.000035
88,0.000003
89,0.000003
90,0.000078
91,0.000078
92,0.000003
93,0.000007
94,0.000003
95,0.000003
96,0.000003
97,0.000003
98,0.000078
99,0.000016
