id,p
0,0.003655
1,0.000946
2,0.000457
3,0.000946
4,0.000213
5,0.000946
6,0.000457
7,0.014901
8,0.001892
9,0.000096
10,0.000946
11,0.003655
12,0.000096
13,0.000213
14,0.000946
15,0.000457
16,0.000946
17,0.000213
18,0.003655
19,0.008718
20,0.000457
21,0.003655
22,0.000946
23,0.000213
24,0.002350
25,0.001892
26,0.000213
27,0.000457
28,0.003655
29,0.003655
30,0.000946
31,0.000946
32,0.006823
33,0.000946
34,0.003655
35,0.000457
36,0.006823
37,0.000946
38,0.001892
39,0.003655
40,0.000457
41,0.000946
42,0.000457
43,0.003655
44,0.000457
45,0.000946
46,0.001892
47,0.000457
48,0.000096
49,0.003655
50,0.000457
51,0.000457
52,0.000946
53,0.000946
54,0.000457
55,0.000457
56,0.003655
57,0.000946
58,0.001892
59,0.001892
60,0.000457
61,0.000946
62,0.000946
63,0.000946
64,0.000946
65,0.003655
66,0.003655
67,0.000213
68,0.001892
69,0.000946
70,0.003655
71,0.001892
72,0.000946
73,0.008718
74,0.000096
75,0.000213
76,0.001892
77,0.000096
78,0.000946
79,0.000457
80,0.000946
81,0.000096
82,0.001892
83,0.000946
84,0.000946
85,0.000457
86,0.000213
87,0.003655
88,0.000946
89,0.000946
90,0.003655
91,0.000946
92,0.000946
93,0.000457
94,0.000096
95,0.000457
96,0.000457
97,0.000946
98,0.000946
99,0.001892
