rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 1, 1, 0, 14.2674, 63.3676, 0.0000, 0.0000, 3.7000, 35.9000, -32.2000
r2, 1, 1, 0, 18.2519, 63.4961, 0.0000, 0.0000, 4.8000, 35.9000, -31.1000
r3, 1, 1, 0, 22.6221, 63.4961, 0.0000, 0.0000, 5.6000, 35.9000, -30.3000
r4, 1, 1, 0, 26.6067, 63.8817, 0.0000, 0.0000, 6.4000, 35.9000, -29.5000
r5, 2, 1, 0, 5.7841, 17.3522, 0.0000, 0.0005, 8.6000, 33.0000, -24.4000
r6, 1, 1, 0, 36.2468, 63.7532, 0.1285, 0.0000, 7.5000, 35.9000, -28.4000
r7, 3, 1, 0, 3.8560, 10.6684, 3.8560, 0.5717, 29.5000, 32.3000, -2.8000
r8, 2, 1, 0, 5.9126, 5.9126, 0.0000, 0.0854, 20.4000, 31.1000, -10.7000
r9, 1, 1, 0, 46.9152, 14.2674, 0.0000, 0.0000, 35.9000, 3.7000, 32.2000
r10, 2, 1, 0, 9.6401, 27.8920, 5.5270, 0.2541, 32.3000, 24.6000, 7.7000
