time, entire-set, r1_l, r1_r, r2_l, r2_r, 
37.0, 0.988889, 1.000000, 1.000000, 0.966667, 1.000000, 
46.0, 0.977778, 1.000000, 0.973684, 0.933333, 1.000000, 
49.0, 0.966667, 1.000000, 0.947368, 0.900000, 1.000000, 
55.0, 0.944444, 1.000000, 0.894737, 0.833333, 1.000000, 
63.0, 0.933333, 1.000000, 0.868421, 0.800000, 1.000000, 
64.0, 0.922222, 1.000000, 0.842105, 0.766667, 1.000000, 
67.0, 0.911111, 1.000000, 0.815789, 0.733333, 1.000000, 
75.0, 0.900000, 1.000000, 0.815789, 0.733333, 0.977273, 
77.0, 0.888889, 0.967742, 0.815789, 0.733333, 0.977273, 
78.0, 0.877778, 0.967742, 0.815789, 0.733333, 0.977273, 
83.0, 0.866667, 0.967742, 0.789474, 0.700000, 0.977273, 
84.0, 0.855556, 0.967742, 0.789474, 0.700000, 0.977273, 
86.0, 0.844444, 0.967742, 0.763158, 0.666667, 0.977273, 
87.0, 0.833333, 0.967742, 0.736842, 0.666667, 0.954545, 
88.0, 0.822222, 0.967742, 0.710526, 0.666667, 0.954545, 
89.0, 0.811111, 0.935484, 0.710526, 0.666667, 0.931818, 
94.0, 0.800000, 0.935484, 0.684211, 0.666667, 0.909091, 
100.0, 0.788889, 0.935484, 0.684211, 0.666667, 0.886364, 
102.0, 0.777778, 0.935484, 0.657895, 0.633333, 0.886364, 
103.0, 0.766667, 0.935484, 0.657895, 0.600000, 0.886364, 
104.0, 0.744444, 0.935484, 0.605263, 0.566667, 0.863636, 
108.0, 0.733333, 0.935484, 0.578947, 0.533333, 0.863636, 
111.0, 0.711111, 0.935484, 0.552632, 0.500000, 0.840909, 
114.0, 0.700000, 0.935484, 0.526316, 0.466667, 0.840909, 
117.0, 0.677778, 0.903226, 0.500000, 0.466667, 0.795455, 
118.0, 0.666667, 0.903226, 0.500000, 0.466667, 0.772727, 
119.0, 0.644444, 0.903226, 0.473684, 0.433333, 0.772727, 
121.0, 0.633333, 0.903226, 0.447368, 0.400000, 0.772727, 
123.0, 0.622222, 0.903226, 0.421053, 0.366667, 0.772727, 
125.0, 0.611111, 0.903226, 0.421053, 0.366667, 0.772727, 
129.0, 0.600000, 0.903226, 0.421053, 0.366667, 0.750000, 
130.0, 0.588889, 0.903226, 0.394737, 0.333333, 0.750000, 
132.0, 0.566667, 0.870968, 0.368421, 0.333333, 0.704545, 
136.0, 0.555556, 0.870968, 0.368421, 0.300000, 0.704545, 
137.0, 0.544444, 0.838710, 0.368421, 0.300000, 0.704545, 
143.0, 0.533333, 0.806452, 0.368421, 0.300000, 0.681818, 
145.0, 0.511111, 0.806452, 0.315789, 0.233333, 0.681818, 
146.0, 0.500000, 0.806452, 0.289474, 0.200000, 0.681818, 
148.0, 0.488889, 0.806452, 0.289474, 0.166667, 0.681818, 
151.0, 0.477778, 0.806452, 0.289474, 0.166667, 0.659091, 
154.0, 0.466667, 0.806452, 0.289474, 0.166667, 0.636364, 
157.0, 0.433333, 0.774194, 0.236842, 0.166667, 0.613636, 
161.0, 0.422222, 0.774194, 0.210526, 0.166667, 0.613636, 
167.0, 0.411111, 0.774194, 0.184211, 0.166667, 0.613636, 
168.0, 0.388889, 0.774194, 0.157895, 0.100000, 0.613636, 
173.0, 0.377778, 0.774194, 0.131579, 0.100000, 0.590909, 
178.0, 0.366667, 0.774194, 0.105263, 0.066667, 0.590909, 
179.0, 0.333333, 0.741935, 0.078947, 0.066667, 0.522727, 
181.0, 0.322222, 0.741935, 0.052632, 0.033333, 0.522727, 
185.0, 0.311111, 0.709677, 0.052632, 0.033333, 0.500000, 
187.0, 0.300000, 0.677419, 0.052632, 0.033333, 0.477273, 
193.0, 0.288889, 0.645161, 0.052632, 0.033333, 0.477273, 
202.0, 0.277778, 0.645161, 0.026316, 0.000000, 0.477273, 
205.0, 0.266667, 0.645161, 0.026316, 0.000000, 0.454545, 
206.0, 0.255556, 0.612903, 0.026316, 0.000000, 0.431818, 
210.0, 0.244444, 0.612903, 0.026316, 0.000000, 0.431818, 
212.0, 0.233333, 0.580645, 0.026316, 0.000000, 0.409091, 
217.0, 0.222222, 0.580645, 0.000000, 0.000000, 0.386364, 
223.0, 0.211111, 0.548387, 0.000000, 0.000000, 0.363636, 
229.0, 0.200000, 0.516129, 0.000000, 0.000000, 0.340909, 

