id,left,right
0,141,29
1,588,29
2,487,30
3,487,30
4,353,30
5,487,30
6,353,30
7,415,23
8,302,23
9,588,29
10,487,30
11,353,30
12,415,23
13,34,29
14,353,30
15,9,75
16,487,30
17,302,23
18,92,75
19,166,30
20,487,30
21,23,29
22,487,30
23,487,30
24,302,23
25,302,23
26,487,30
27,353,30
28,302,23
29,166,30
30,487,30
31,353,30
32,353,30
33,353,30
34,91,29
35,34,29
36,415,23
37,487,30
38,302,23
39,487,30
40,353,30
41,302,23
42,34,29
43,353,30
44,302,23
45,487,30
46,72,23
47,166,30
48,487,30
49,353,30
50,302,23
51,302,23
52,487,30
53,487,30
54,353,30
55,487,30
56,415,23
57,487,30
58,487,30
59,353,30
60,353,30
61,487,30
62,19,29
63,588,29
64,166,30
65,487,30
66,487,30
67,353,30
68,29,29
69,487,30
70,415,23
71,72,75
72,588,29
73,487,30
74,487,30
75,134,23
76,487,30
77,166,30
78,487,30
79,353,30
80,588,34
81,166,30
82,487,30
83,141,29
84,302,23
85,353,30
86,487,30
87,415,23
88,353,30
89,302,23
90,487,30
91,7,75
92,487,30
93,72,75
94,487,30
95,302,23
96,302,23
97,415,23
98,353,30
99,588,29
100,487,30
101,353,30
102,487,30
103,34,29
104,353,30
105,353,30
106,487,30
107,487,30
108,32,29
109,487,30
110,22,29
111,415,23
112,353,30
113,487,30
114,302,23
