time, entire-set, r1_l, r1_r, r2_l, r2_r, 
40.0, 0.988889, 1.000000, 1.000000, 0.969697, 1.000000, 
46.0, 0.977778, 1.000000, 1.000000, 0.939394, 1.000000, 
49.0, 0.966667, 1.000000, 0.971429, 0.909091, 1.000000, 
55.0, 0.944444, 1.000000, 0.914286, 0.848485, 1.000000, 
63.0, 0.933333, 1.000000, 0.885714, 0.818182, 1.000000, 
67.0, 0.911111, 1.000000, 0.828571, 0.787879, 0.969697, 
69.0, 0.900000, 1.000000, 0.828571, 0.787879, 0.969697, 
75.0, 0.888889, 1.000000, 0.828571, 0.787879, 0.969697, 
78.0, 0.877778, 1.000000, 0.828571, 0.787879, 0.969697, 
84.0, 0.866667, 1.000000, 0.828571, 0.757576, 0.969697, 
86.0, 0.855556, 1.000000, 0.800000, 0.727273, 0.969697, 
88.0, 0.844444, 1.000000, 0.771429, 0.696970, 0.969697, 
89.0, 0.833333, 0.966667, 0.771429, 0.696970, 0.939394, 
94.0, 0.822222, 0.966667, 0.742857, 0.666667, 0.939394, 
100.0, 0.811111, 0.966667, 0.742857, 0.666667, 0.939394, 
102.0, 0.800000, 0.966667, 0.714286, 0.636364, 0.939394, 
103.0, 0.788889, 0.966667, 0.714286, 0.606061, 0.939394, 
104.0, 0.766667, 0.966667, 0.657143, 0.575758, 0.909091, 
107.0, 0.755556, 0.966667, 0.628571, 0.545455, 0.909091, 
108.0, 0.744444, 0.966667, 0.600000, 0.545455, 0.878788, 
111.0, 0.722222, 0.966667, 0.571429, 0.515152, 0.848485, 
114.0, 0.711111, 0.966667, 0.542857, 0.515152, 0.848485, 
117.0, 0.688889, 0.933333, 0.514286, 0.484848, 0.848485, 
118.0, 0.666667, 0.933333, 0.457143, 0.454545, 0.818182, 
119.0, 0.644444, 0.933333, 0.428571, 0.424242, 0.818182, 
121.0, 0.633333, 0.933333, 0.400000, 0.393939, 0.818182, 
123.0, 0.622222, 0.933333, 0.371429, 0.363636, 0.818182, 
125.0, 0.611111, 0.933333, 0.371429, 0.363636, 0.818182, 
129.0, 0.600000, 0.933333, 0.342857, 0.363636, 0.787879, 
130.0, 0.588889, 0.933333, 0.314286, 0.363636, 0.757576, 
132.0, 0.566667, 0.900000, 0.285714, 0.333333, 0.727273, 
136.0, 0.555556, 0.866667, 0.285714, 0.333333, 0.696970, 
137.0, 0.544444, 0.833333, 0.285714, 0.333333, 0.696970, 
143.0, 0.533333, 0.800000, 0.285714, 0.333333, 0.666667, 
145.0, 0.511111, 0.800000, 0.285714, 0.303030, 0.666667, 
146.0, 0.500000, 0.800000, 0.257143, 0.272727, 0.666667, 
148.0, 0.488889, 0.800000, 0.257143, 0.272727, 0.666667, 
151.0, 0.477778, 0.800000, 0.257143, 0.272727, 0.666667, 
154.0, 0.466667, 0.800000, 0.257143, 0.272727, 0.636364, 
157.0, 0.433333, 0.766667, 0.228571, 0.212121, 0.636364, 
161.0, 0.422222, 0.766667, 0.228571, 0.181818, 0.636364, 
167.0, 0.411111, 0.766667, 0.200000, 0.151515, 0.636364, 
168.0, 0.388889, 0.766667, 0.171429, 0.090909, 0.636364, 
169.0, 0.377778, 0.766667, 0.142857, 0.090909, 0.636364, 
173.0, 0.366667, 0.766667, 0.114286, 0.060606, 0.636364, 
178.0, 0.355556, 0.766667, 0.085714, 0.030303, 0.636364, 
179.0, 0.322222, 0.733333, 0.085714, 0.030303, 0.545455, 
187.0, 0.311111, 0.700000, 0.085714, 0.030303, 0.545455, 
190.0, 0.300000, 0.666667, 0.085714, 0.030303, 0.515152, 
191.0, 0.288889, 0.666667, 0.057143, 0.030303, 0.515152, 
193.0, 0.277778, 0.633333, 0.057143, 0.030303, 0.484848, 
202.0, 0.266667, 0.633333, 0.028571, 0.000000, 0.484848, 
205.0, 0.255556, 0.633333, 0.000000, 0.000000, 0.454545, 
210.0, 0.244444, 0.633333, 0.000000, 0.000000, 0.454545, 
212.0, 0.233333, 0.600000, 0.000000, 0.000000, 0.424242, 
217.0, 0.222222, 0.600000, 0.000000, 0.000000, 0.393939, 
223.0, 0.211111, 0.566667, 0.000000, 0.000000, 0.363636, 
229.0, 0.200000, 0.533333, 0.000000, 0.000000, 0.333333, 

