((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (29.550220000000003, 31.936239999999998>) -> (bmi, (-inf, 18.822625000000002>)))
((hr, (hr, (87.0, 118.0>) -> (hr, (62.0, 67.5>)) AND (sysbp, (sysbp, (84.5, 187.5>) -> (sysbp, (84.5, 187.5>)) AND (sho, (sho, (-inf, 0.5>) -> (sho, (-inf, 0.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((hr, (hr, (67.5, 78.5>) -> (hr, (62.0, 67.5>)) AND (sysbp, (sysbp, (84.5, 187.5>) -> (sysbp, (84.5, 187.5>)) AND (sho, (sho, (0.5, inf)) -> (sho, (-inf, 0.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (26.837195, 28.826255>) -> (bmi, (29.550220000000003, 31.936239999999998>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 25.595425>) -> (bmi, (29.550220000000003, 31.936239999999998>)) AND (age, (age, (80.5, 81.5>) -> (age, (-inf, 57.5>)))
((bmi, (bmi, (23.298195, 25.595425>) -> (bmi, (29.550220000000003, 31.936239999999998>)) AND (age, (age, (85.5, 93.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (31.936239999999998, 43.8024>) -> (bmi, (-inf, 18.822625000000002>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 25.595425>) -> (bmi, (29.550220000000003, 31.936239999999998>)) AND (age, (age, (71.5, 73.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (29.550220000000003, 31.936239999999998>)) AND (age, (age, (71.5, 73.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((hr, (hr, (119.5, 125.5>) -> (hr, (62.0, 67.5>)) AND (sho, (sho, (-inf, 0.5>) -> (sho, (-inf, 0.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (89.5, 94.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (31.936239999999998, 43.8024>) -> (bmi, (-inf, 18.822625000000002>)))
((hr, (hr, (87.0, 118.0>) -> (hr, (62.0, 67.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((hr, (hr, (119.5, 125.5>) -> (hr, (62.0, 67.5>)) AND (sysbp, (sysbp, (187.5, 207.5>) -> (sysbp, (84.5, 187.5>)) AND (sho, (sho, (-inf, 0.5>) -> (sho, (-inf, 0.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (132.5, inf)) -> (diasbp, (89.5, 94.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (31.936239999999998, 43.8024>) -> (bmi, (-inf, 18.822625000000002>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (24.0, 49.0>) -> (diasbp, (89.5, 94.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((hr, (hr, (87.0, 118.0>) -> (hr, (62.0, 67.5>)) AND (sysbp, (sysbp, (213.0, 219.0>) -> (sysbp, (84.5, 187.5>)) AND (sho, (sho, (-inf, 0.5>) -> (sho, (-inf, 0.5>)))
