id,left,right
0,28,21
1,21,21
2,22,30
3,178,93
4,178,93
5,247,113
6,33,93
7,178,21
8,178,93
9,247,113
10,178,21
11,28,21
12,247,113
13,28,21
14,21,93
15,21,93
16,21,21
17,14,21
18,178,93
19,14,21
20,178,93
21,93,21
22,21,93
23,178,93
24,178,93
25,18,21
26,178,93
27,247,113
28,247,30
29,178,93
30,178,93
31,178,93
32,113,30
33,31,30
34,30,30
35,93,21
36,93,21
37,30,30
38,28,21
39,22,30
40,30,30
41,43,30
42,178,93
43,178,93
44,42,93
45,178,93
46,18,21
47,45,30
48,93,21
49,21,93
50,20,21
51,22,30
52,247,30
53,32,30
54,93,21
55,178,21
56,178,21
57,33,93
58,28,21
59,21,93
60,20,21
61,28,21
62,31,21
63,37,30
64,178,93
65,178,93
66,1,93
67,178,93
68,33,93
69,37,30
70,113,30
71,42,93
72,178,21
73,93,21
74,247,30
75,93,21
76,247,113
77,30,30
78,178,93
79,20,21
80,18,21
81,37,30
82,178,93
83,42,93
84,93,21
85,247,30
