attribute,value
pnodes,"(-inf, 1.5>"
pnodes,"(1.5, 2.5>"
pnodes,"(2.5, 3.5>"
pnodes,"(3.5, 4.5>"
pnodes,"(4.5, 10.5>"
pnodes,"(10.5, 13.0>"
pnodes,"(13.0, 36.5>"
pnodes,"(36.5, 43.5>"
pnodes,"(43.5, 44.5>"
pnodes,"(44.5, inf)"
progrec,"(-inf, 0.5>"
progrec,"(0.5, 9.5>"
progrec,"(9.5, 10.5>"
progrec,"(10.5, 11.5>"
progrec,"(11.5, 21.5>"
progrec,"(21.5, 24.0>"
progrec,"(24.0, 24.5>"
progrec,"(24.5, 41.5>"
progrec,"(41.5, 43.5>"
progrec,"(43.5, 54.5>"
progrec,"(54.5, 55.5>"
progrec,"(55.5, 103.5>"
progrec,"(103.5, 398.0>"
progrec,"(398.0, 576.5>"
progrec,"(576.5, 738.0>"
progrec,"(738.0, inf)"
tsize,"(-inf, 5.0>"
tsize,"(5.0, 5.5>"
tsize,"(5.5, 10.5>"
tsize,"(10.5, 19.5>"
tsize,"(19.5, 22.5>"
tsize,"(22.5, 49.5>"
tsize,"(49.5, 59.0>"
tsize,"(59.0, 75.0>"
tsize,"(75.0, inf)"
estrec,"(-inf, 4.5>"
estrec,"(4.5, 5.5>"
estrec,"(5.5, 6.5>"
estrec,"(6.5, 62.5>"
estrec,"(62.5, 71.0>"
estrec,"(71.0, 75.5>"
estrec,"(75.5, 82.5>"
estrec,"(82.5, 94.0>"
estrec,"(94.0, 103.0>"
estrec,"(103.0, 265.0>"
estrec,"(265.0, 545.5>"
estrec,"(545.5, 799.5>"
estrec,"(799.5, 926.0>"
estrec,"(926.0, inf)"
age,"(-inf, 29.5>"
age,"(29.5, 31.5>"
age,"(31.5, 32.5>"
age,"(32.5, 33.0>"
age,"(33.0, 35.0>"
age,"(35.0, 36.5>"
age,"(36.5, 37.5>"
age,"(37.5, 39.5>"
age,"(39.5, 40.5>"
age,"(40.5, 41.0>"
age,"(41.0, 58.5>"
age,"(58.5, 72.5>"
age,"(72.5, 74.5>"
age,"(74.5, inf)"
