id,left,right
0,28,36
1,2,21
2,30,21
3,43,31
4,30,21
5,82,21
6,63,21
7,36,31
8,5,21
9,80,21
10,41,36
11,100,27
12,75,38
13,6,31
14,82,21
15,30,21
16,0,36
17,151,38
18,2,31
19,40,21
20,21,21
21,75,38
22,100,38
23,82,21
24,9,31
25,14,31
26,141,36
27,63,21
28,64,36
29,43,31
30,21,21
31,7,31
32,141,36
33,82,21
34,55,31
35,23,21
36,8,31
37,30,25
38,0,31
39,63,21
40,40,21
41,75,38
42,141,36
43,80,21
44,33,31
45,51,38
46,168,38
47,40,25
48,168,38
49,168,38
50,100,38
51,45,25
52,25,21
53,100,38
54,3,31
55,63,21
56,168,38
57,141,36
58,43,31
59,100,38
60,40,21
61,16,21
62,80,21
63,13,31
64,28,36
65,63,21
66,40,21
67,81,31
