time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.996139, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.992481, 1.000000, 0.991071, 1.000000, 0.988571, 1.000000, 0.991342, 1.000000, 1.000000, 0.951220, 
6.0, 0.992278, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.977444, 1.000000, 0.991071, 1.000000, 0.988571, 1.000000, 0.987013, 1.000000, 1.000000, 0.902439, 
7.0, 0.986486, 0.973684, 1.000000, 0.986667, 1.000000, 0.990476, 1.000000, 0.962406, 1.000000, 0.964286, 1.000000, 0.971429, 1.000000, 0.978355, 1.000000, 1.000000, 0.853659, 
8.0, 0.984556, 0.973684, 1.000000, 0.986667, 1.000000, 0.990476, 1.000000, 0.962406, 1.000000, 0.964286, 1.000000, 0.965714, 1.000000, 0.974026, 1.000000, 1.000000, 0.829268, 
9.0, 0.982625, 0.973684, 1.000000, 0.986667, 1.000000, 0.990476, 1.000000, 0.962406, 1.000000, 0.964286, 1.000000, 0.960000, 1.000000, 0.969697, 1.000000, 1.000000, 0.804878, 
10.0, 0.976834, 0.947368, 1.000000, 0.960000, 1.000000, 0.971429, 1.000000, 0.939850, 1.000000, 0.946429, 1.000000, 0.942857, 1.000000, 0.956710, 1.000000, 1.000000, 0.731707, 
11.0, 0.972973, 0.921053, 1.000000, 0.946667, 1.000000, 0.961905, 1.000000, 0.932331, 1.000000, 0.937500, 1.000000, 0.937143, 1.000000, 0.948052, 1.000000, 1.000000, 0.682927, 
12.0, 0.969112, 0.921053, 1.000000, 0.946667, 1.000000, 0.961905, 1.000000, 0.932331, 1.000000, 0.919643, 1.000000, 0.925714, 1.000000, 0.939394, 1.000000, 1.000000, 0.634146, 
14.0, 0.963320, 0.868421, 1.000000, 0.920000, 1.000000, 0.933333, 1.000000, 0.909774, 1.000000, 0.910714, 1.000000, 0.914286, 1.000000, 0.926407, 1.000000, 1.000000, 0.585366, 
15.0, 0.959459, 0.868421, 1.000000, 0.920000, 1.000000, 0.933333, 1.000000, 0.909774, 1.000000, 0.901786, 1.000000, 0.908571, 1.000000, 0.917749, 1.000000, 1.000000, 0.560976, 
19.0, 0.955598, 0.842105, 1.000000, 0.893333, 1.000000, 0.914286, 1.000000, 0.894737, 1.000000, 0.892857, 1.000000, 0.897143, 1.000000, 0.909091, 1.000000, 1.000000, 0.536585, 
20.0, 0.953668, 0.842105, 1.000000, 0.893333, 1.000000, 0.914286, 1.000000, 0.894737, 1.000000, 0.892857, 1.000000, 0.891429, 1.000000, 0.904762, 1.000000, 1.000000, 0.536585, 
21.0, 0.951737, 0.815789, 1.000000, 0.880000, 1.000000, 0.904762, 1.000000, 0.887218, 1.000000, 0.883929, 1.000000, 0.885714, 1.000000, 0.900433, 1.000000, 1.000000, 0.512195, 
22.0, 0.947876, 0.815789, 1.000000, 0.866667, 1.000000, 0.895238, 1.000000, 0.872180, 1.000000, 0.883929, 1.000000, 0.874286, 1.000000, 0.896104, 1.000000, 1.000000, 0.487805, 
23.0, 0.938224, 0.763158, 1.000000, 0.826667, 1.000000, 0.857143, 1.000000, 0.842105, 1.000000, 0.857143, 1.000000, 0.857143, 1.000000, 0.878788, 1.000000, 1.000000, 0.487805, 
24.0, 0.934363, 0.736842, 1.000000, 0.813333, 1.000000, 0.847619, 1.000000, 0.834586, 1.000000, 0.857143, 1.000000, 0.851429, 1.000000, 0.874459, 1.000000, 1.000000, 0.487805, 
25.0, 0.932432, 0.710526, 1.000000, 0.800000, 1.000000, 0.838095, 1.000000, 0.827068, 1.000000, 0.848214, 1.000000, 0.845714, 1.000000, 0.870130, 1.000000, 1.000000, 0.487805, 
26.0, 0.924710, 0.631579, 1.000000, 0.746667, 1.000000, 0.800000, 1.000000, 0.796992, 1.000000, 0.821429, 1.000000, 0.822857, 1.000000, 0.852814, 1.000000, 1.000000, 0.463415, 
