id,left,right
0,187,30
1,133,22
2,7,20
3,448,23
4,448,23
5,65,78
6,6,20
7,448,23
8,187,30
9,25,30
10,23,23
11,55,27
12,7,30
13,187,30
14,187,30
15,1,20
16,4,27
17,448,23
18,78,25
19,130,30
20,21,30
21,187,30
22,133,22
23,448,23
24,20,20
25,47,25
26,187,30
27,7,20
28,448,23
29,448,23
30,5,27
31,23,23
32,16,27
33,130,30
34,49,23
35,187,30
36,19,30
37,78,25
38,130,30
39,34,20
40,70,23
41,187,30
42,448,23
43,130,30
44,49,23
45,448,23
46,187,30
47,65,78
48,18,27
49,187,30
50,25,30
51,6,30
52,6,20
53,20,20
54,3,25
55,7,30
56,5,20
57,42,30
58,70,23
59,6,20
60,72,25
61,18,27
62,364,22
63,47,25
64,187,30
65,187,30
66,42,30
67,448,23
68,187,30
69,187,30
70,448,23
71,448,23
72,5,78
73,25,30
74,187,30
75,187,30
76,75,25
77,1,20
78,187,30
79,364,22
80,11,30
81,186,27
82,41,78
83,19,27
84,156,23
85,187,30
86,232,27
87,19,30
88,448,23
89,120,25
90,34,20
91,42,30
92,187,30
93,42,30
94,42,30
95,16,27
96,448,23
97,130,30
98,130,30
99,70,23
100,122,23
101,133,22
102,21,30
103,364,22
104,6,20
105,187,30
106,156,23
107,187,30
108,130,30
109,49,23
110,21,30
111,4,20
112,187,30
113,6,30
114,130,30
