id,p
0,0.000008
1,0.000018
2,0.000018
3,0.000008
4,0.000018
5,0.000018
6,0.000008
7,0.000008
8,0.000018
9,0.000008
10,0.000018
11,0.000018
12,0.000008
13,0.000008
14,0.000018
15,0.000008
16,0.000008
17,0.000008
18,0.000008
19,0.000008
20,0.000008
21,0.000008
22,0.000008
23,0.000018
24,0.000008
25,0.000018
26,0.000008
27,0.000008
28,0.000008
29,0.000018
30,0.000008
31,0.000008
32,0.000018
33,0.000008
34,0.000018
35,0.000008
36,0.000008
37,0.000008
38,0.000008
39,0.000008
40,0.000008
41,0.000008
42,0.000008
43,0.000018
44,0.000008
45,0.000018
46,0.000008
47,0.000008
48,0.000018
49,0.000008
50,0.000018
51,0.000008
52,0.000008
53,0.000008
54,0.000008
55,0.000018
56,0.000008
57,0.000008
58,0.000008
59,0.000008
60,0.000008
61,0.000008
62,0.000008
63,0.000008
64,0.000008
65,0.000008
66,0.000018
67,0.000008
68,0.000008
69,0.000018
70,0.000008
71,0.000008
72,0.000008
73,0.000008
74,0.000008
75,0.000008
76,0.000018
77,0.000008
78,0.000008
79,0.000008
80,0.000018
81,0.000018
82,0.000008
83,0.000018
84,0.000008
85,0.000008
86,0.000018
87,0.000018
88,0.000008
89,0.000018
90,0.000008
91,0.000018
92,0.000008
93,0.000008
94,0.000018
95,0.000008
96,0.000008
97,0.000018
98,0.000008
99,0.000008
