id,distance,n_actions
0,0.031670,3
1,0.039348,2
2,0.036415,2
3,0.131277,3
4,0.090383,3
5,0.060379,3
6,0.051860,2
7,0.175115,3
8,0.104396,2
9,0.179369,3
10,0.125428,3
11,0.104691,3
12,0.206073,4
13,0.023951,3
14,0.033224,3
15,0.055418,2
16,0.041711,2
17,0.083481,2
18,0.062921,2
19,0.027270,3
20,0.080291,2
21,0.108118,2
22,0.057019,3
23,0.047678,2
24,0.055595,2
25,0.028000,3
26,0.039604,3
27,0.127378,3
28,0.034950,3
29,0.052480,3
30,0.144452,3
31,0.126315,3
32,0.065757,2
33,0.026011,3
34,0.040234,2
35,0.030184,3
36,0.069525,3
37,0.054512,3
38,0.024637,1
39,0.055063,2
40,0.029990,3
41,0.043424,2
42,0.081177,2
43,0.086960,2
44,0.103434,3
45,0.164835,3
46,0.163417,3
47,0.103687,2
48,0.045385,2
49,0.101382,2
50,0.138958,2
51,0.089289,3
52,0.079844,2
53,0.016661,1
54,0.046340,3
55,0.070943,2
56,0.164422,4
57,0.090748,2
