id,p
0,0.000052
1,0.000000
2,0.001263
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.001263
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000293
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000001
23,0.000052
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000001
30,0.001263
31,0.000001
32,0.000052
33,0.000001
34,0.000000
35,0.000000
36,0.001263
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.001263
42,0.000000
43,0.000000
44,0.000000
45,0.001263
46,0.000187
47,0.000000
48,0.001263
49,0.000000
50,0.000052
51,0.000001
52,0.000000
53,0.001263
54,0.000000
