time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, 
8.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
15.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
16.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
17.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
18.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
29.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
46.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
57.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
63.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
65.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
67.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
71.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
72.0, 0.998350, 0.982456, 1.000000, 0.987342, 1.000000, 0.991803, 1.000000, 0.993750, 1.000000, 0.993976, 1.000000, 0.994924, 1.000000, 0.995781, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
98.0, 0.996700, 0.982456, 1.000000, 0.974684, 1.000000, 0.991803, 1.000000, 0.987500, 1.000000, 0.987952, 1.000000, 0.989848, 1.000000, 0.991561, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.983871, 1.000000, 0.988636, 1.000000, 1.000000, 
113.0, 0.995050, 0.982456, 1.000000, 0.974684, 1.000000, 0.991803, 1.000000, 0.981250, 1.000000, 0.981928, 1.000000, 0.984772, 1.000000, 0.987342, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.983871, 1.000000, 0.988636, 1.000000, 1.000000, 
114.0, 0.995050, 0.982456, 1.000000, 0.974684, 1.000000, 0.991803, 1.000000, 0.981250, 1.000000, 0.981928, 1.000000, 0.984772, 1.000000, 0.987342, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.983871, 1.000000, 0.988636, 1.000000, 1.000000, 
120.0, 0.993397, 0.982456, 1.000000, 0.962025, 1.000000, 0.983538, 1.000000, 0.974960, 1.000000, 0.975904, 1.000000, 0.979695, 1.000000, 0.983104, 1.000000, 0.991667, 1.000000, 0.992424, 1.000000, 0.994949, 1.000000, 1.000000, 0.967742, 1.000000, 0.977273, 1.000000, 0.978723, 
148.0, 0.993397, 0.982456, 1.000000, 0.962025, 1.000000, 0.983538, 1.000000, 0.974960, 1.000000, 0.975904, 1.000000, 0.979695, 1.000000, 0.983104, 1.000000, 0.991667, 1.000000, 0.992424, 1.000000, 0.994949, 1.000000, 1.000000, 0.967742, 1.000000, 0.977273, 1.000000, 0.978723, 
160.0, 0.991741, 0.982456, 1.000000, 0.949367, 1.000000, 0.975273, 1.000000, 0.968670, 1.000000, 0.969880, 1.000000, 0.974619, 1.000000, 0.978867, 1.000000, 0.983333, 1.000000, 0.984848, 1.000000, 0.989899, 1.000000, 1.000000, 0.951613, 1.000000, 0.965909, 1.000000, 0.957447, 
168.0, 0.991741, 0.982456, 1.000000, 0.949367, 1.000000, 0.975273, 1.000000, 0.968670, 1.000000, 0.969880, 1.000000, 0.974619, 1.000000, 0.978867, 1.000000, 0.983333, 1.000000, 0.984848, 1.000000, 0.989899, 1.000000, 1.000000, 0.951613, 1.000000, 0.965909, 1.000000, 0.957447, 
169.0, 0.990083, 0.982456, 1.000000, 0.936709, 1.000000, 0.967008, 1.000000, 0.962380, 1.000000, 0.963855, 1.000000, 0.969543, 1.000000, 0.974629, 1.000000, 0.983333, 1.000000, 0.984848, 1.000000, 0.989899, 1.000000, 1.000000, 0.951613, 1.000000, 0.965909, 1.000000, 0.957447, 
171.0, 0.988424, 0.982456, 1.000000, 0.936709, 1.000000, 0.967008, 1.000000, 0.962380, 1.000000, 0.957831, 1.000000, 0.964467, 1.000000, 0.970392, 1.000000, 0.983333, 1.000000, 0.984848, 0.994792, 0.989899, 0.994792, 1.000000, 0.935484, 1.000000, 0.954545, 1.000000, 0.957447, 
175.0, 0.986766, 0.964912, 1.000000, 0.924051, 1.000000, 0.958743, 1.000000, 0.956090, 1.000000, 0.951807, 1.000000, 0.959391, 1.000000, 0.966154, 1.000000, 0.974929, 1.000000, 0.977214, 0.994792, 0.984823, 0.994792, 1.000000, 0.935484, 1.000000, 0.954545, 1.000000, 0.957447, 
