attribute,value
SHO,"(-inf, 0.5>"
SHO,"(0.5, inf)"
AGE,"(-inf, 28.5>"
AGE,"(28.5, 30.5>"
AGE,"(30.5, 35.5>"
AGE,"(35.5, 66.5>"
AGE,"(66.5, 67.5>"
AGE,"(67.5, 69.5>"
AGE,"(69.5, 76.5>"
AGE,"(76.5, 78.5>"
AGE,"(78.5, 90.5>"
AGE,"(90.5, 91.5>"
AGE,"(91.5, 93.5>"
AGE,"(93.5, 94.0>"
AGE,"(94.0, 95.5>"
AGE,"(95.5, inf)"
CHF,"(-inf, 0.5>"
CHF,"(0.5, inf)"
CPK,"(-inf, 37.5>"
CPK,"(37.5, 38.0>"
CPK,"(38.0, 42.0>"
CPK,"(42.0, 46.5>"
CPK,"(46.5, 51.0>"
CPK,"(51.0, 195.5>"
CPK,"(195.5, 496.5>"
CPK,"(496.5, 3540.5>"
CPK,"(3540.5, 3688.0>"
CPK,"(3688.0, 3848.0>"
CPK,"(3848.0, 4710.0>"
CPK,"(4710.0, 4770.5>"
CPK,"(4770.5, 4950.0>"
CPK,"(4950.0, 5120.0>"
CPK,"(5120.0, 7700.0>"
CPK,"(7700.0, inf)"
