id,left,right
0,83,33
1,64,88
2,167,88
3,16,88
4,34,88
5,61,33
6,15,33
7,30,88
8,33,33
9,15,33
10,229,22
11,91,22
12,160,33
13,16,33
14,26,33
15,83,33
16,83,33
17,83,33
18,160,33
19,167,88
20,40,108
21,34,88
22,17,88
23,19,33
24,83,33
25,160,33
26,83,33
27,229,22
28,88,34
29,8,88
30,160,33
31,91,22
32,29,108
33,160,33
34,229,108
35,98,47
36,17,88
37,8,88
38,19,88
39,167,88
40,48,108
41,61,33
42,16,33
43,229,108
44,160,33
45,48,108
46,29,108
47,83,33
48,35,22
49,26,33
50,20,33
51,20,33
52,40,108
53,28,47
54,229,108
55,48,22
56,229,108
57,83,33
58,91,22
59,28,88
60,15,88
61,83,33
62,26,33
63,30,108
64,29,22
65,16,33
66,229,108
67,229,22
68,98,47
69,160,33
70,40,108
71,160,33
72,83,33
73,28,88
74,16,33
75,29,33
76,19,88
77,83,33
78,229,22
79,83,33
80,18,33
81,229,22
82,30,108
83,25,22
84,40,22
85,91,22
86,229,22
