id,left,right
0,218,24
1,156,23
2,448,23
3,448,23
4,448,23
5,448,23
6,6,25
7,448,23
8,218,24
9,232,27
10,23,23
11,218,24
12,218,24
13,187,20
14,187,25
15,41,23
16,1,25
17,448,23
18,448,23
19,130,20
20,255,24
21,255,24
22,156,23
23,448,23
24,20,25
25,156,23
26,255,24
27,122,23
28,448,23
29,448,23
30,448,23
31,23,23
32,448,23
33,130,30
34,2,25
35,218,24
36,19,20
37,49,23
38,186,27
39,156,23
40,1,20
41,218,24
42,448,23
43,130,25
44,49,23
45,448,23
46,187,30
47,448,23
48,3,25
49,55,27
50,25,20
51,218,24
52,6,25
53,20,25
54,448,23
55,232,27
56,448,23
57,255,24
58,70,23
59,448,23
60,122,23
61,3,25
62,448,23
63,448,23
64,187,20
65,187,20
66,96,22
67,448,23
68,187,20
69,255,24
70,448,23
71,448,23
72,156,23
73,255,24
74,255,24
75,187,30
76,4,25
77,448,23
78,187,30
79,34,25
80,186,27
81,130,25
82,448,23
83,13,25
84,156,23
85,187,25
86,42,25
87,19,25
88,448,23
89,156,23
90,8,23
91,42,25
92,187,20
93,42,25
94,42,20
95,122,23
96,5,25
97,218,24
98,255,24
99,34,25
100,122,23
101,7,25
102,21,30
103,448,23
104,6,25
105,187,20
106,156,23
107,0,24
108,130,30
109,49,23
110,21,25
111,448,23
112,232,27
113,6,25
114,255,24
