id,p
0,0.005377
1,0.000434
2,0.000003
3,0.001619
4,0.000003
5,0.000850
6,0.000434
7,0.000003
8,0.000000
9,0.000003
10,0.000007
11,0.002994
12,0.000003
13,0.002994
14,0.000003
15,0.000003
16,0.000003
17,0.000003
18,0.000850
19,0.000007
20,0.002994
21,0.005377
22,0.000003
23,0.000003
24,0.005377
25,0.002994
26,0.000003
27,0.000003
28,0.001619
29,0.005377
30,0.000003
31,0.000434
32,0.000000
33,0.002994
34,0.000434
35,0.001619
36,0.000003
37,0.000850
38,0.000850
39,0.000003
40,0.000003
41,0.005377
42,0.000000
43,0.000000
44,0.000003
45,0.005377
46,0.000007
47,0.000000
48,0.000003
49,0.000003
50,0.000001
51,0.001619
52,0.000434
53,0.002994
54,0.000003
55,0.000003
56,0.000007
57,0.000003
58,0.000003
59,0.000434
60,0.000003
61,0.000003
62,0.000003
63,0.000003
64,0.000850
65,0.000434
66,0.000001
67,0.000003
68,0.000003
69,0.001619
70,0.000003
71,0.000850
72,0.001619
73,0.000003
74,0.000003
75,0.005377
76,0.000003
77,0.001619
78,0.000022
79,0.000003
80,0.000003
81,0.000001
82,0.001619
83,0.000003
84,0.000000
85,0.005377
86,0.002994
87,0.000434
88,0.000003
89,0.000003
90,0.001619
91,0.005377
92,0.000003
93,0.000001
94,0.000007
95,0.002994
96,0.000003
97,0.000001
98,0.000003
99,0.000000
