id,left,right
0,18,22
1,42,42
2,19,22
3,13,24
4,71,22
5,35,41
6,1,23
7,8,24
8,6,41
9,37,24
10,12,41
11,54,42
12,38,42
13,35,24
14,12,24
15,7,42
16,42,42
17,21,42
18,68,42
19,20,24
20,37,24
21,56,41
22,37,24
23,56,41
24,52,22
25,1,41
26,18,24
27,16,23
28,30,42
29,37,24
30,37,24
31,4,41
32,15,41
33,74,41
34,41,42
35,18,41
36,54,42
37,3,41
38,56,41
39,18,22
40,9,41
41,15,24
42,38,42
43,35,24
44,19,23
45,6,41
46,41,42
47,42,42
48,6,24
49,11,24
50,30,42
51,38,22
52,39,22
53,29,42
54,74,41
55,74,41
56,68,42
57,38,22
58,7,42
59,0,24
60,0,23
61,20,42
62,16,41
63,15,24
64,12,24
65,54,42
66,71,22
67,35,24
