time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
6.0, 0.994048, 1.000000, 1.000000, 0.983051, 1.000000, 1.000000, 1.000000, 1.000000, 0.983333, 1.000000, 1.000000, 
10.0, 0.988095, 0.966667, 1.000000, 0.966102, 1.000000, 1.000000, 1.000000, 0.983871, 0.983333, 1.000000, 0.986486, 
11.0, 0.982143, 0.966667, 1.000000, 0.949153, 1.000000, 1.000000, 0.983607, 0.967742, 0.983333, 1.000000, 0.972973, 
15.0, 0.976190, 0.933333, 1.000000, 0.932203, 1.000000, 1.000000, 0.967213, 0.951613, 0.983333, 1.000000, 0.959459, 
19.0, 0.970238, 0.900000, 1.000000, 0.915254, 1.000000, 1.000000, 0.950820, 0.935484, 0.983333, 1.000000, 0.945946, 
26.0, 0.964286, 0.866667, 1.000000, 0.898305, 1.000000, 1.000000, 0.950820, 0.919355, 0.983333, 1.000000, 0.932432, 
28.0, 0.952381, 0.866667, 0.990099, 0.881356, 0.986486, 1.000000, 0.934426, 0.919355, 0.966667, 0.974684, 0.932432, 
31.0, 0.946429, 0.866667, 0.990099, 0.864407, 0.986486, 1.000000, 0.934426, 0.919355, 0.966667, 0.962025, 0.932432, 
41.0, 0.928571, 0.800000, 0.980198, 0.847458, 0.986486, 1.000000, 0.918033, 0.903226, 0.950000, 0.949367, 0.905405, 
45.0, 0.922619, 0.766667, 0.980198, 0.830508, 0.986486, 1.000000, 0.901639, 0.887097, 0.950000, 0.949367, 0.891892, 
48.0, 0.910714, 0.733333, 0.980198, 0.796610, 0.986486, 1.000000, 0.885246, 0.870968, 0.950000, 0.936709, 0.878378, 
53.0, 0.904762, 0.700000, 0.980198, 0.779661, 0.986486, 1.000000, 0.868852, 0.854839, 0.950000, 0.936709, 0.864865, 
55.0, 0.898810, 0.700000, 0.970297, 0.779661, 0.986486, 1.000000, 0.852459, 0.838710, 0.950000, 0.936709, 0.851351, 
56.0, 0.892857, 0.666667, 0.970297, 0.762712, 0.986486, 1.000000, 0.852459, 0.838710, 0.950000, 0.936709, 0.851351, 
57.0, 0.886905, 0.633333, 0.970297, 0.745763, 0.986486, 1.000000, 0.836066, 0.822581, 0.950000, 0.936709, 0.837838, 
58.0, 0.880952, 0.633333, 0.970297, 0.745763, 0.986486, 1.000000, 0.819672, 0.806452, 0.950000, 0.936709, 0.824324, 
59.0, 0.875000, 0.633333, 0.960396, 0.745763, 0.972973, 1.000000, 0.819672, 0.806452, 0.933333, 0.924051, 0.824324, 
60.0, 0.863095, 0.633333, 0.950495, 0.728814, 0.959459, 1.000000, 0.803279, 0.790323, 0.933333, 0.911392, 0.810811, 
64.0, 0.857143, 0.600000, 0.950495, 0.711864, 0.959459, 1.000000, 0.786885, 0.774194, 0.933333, 0.911392, 0.797297, 
66.0, 0.851190, 0.566667, 0.950495, 0.694915, 0.959459, 1.000000, 0.770492, 0.758065, 0.933333, 0.911392, 0.783784, 
96.0, 0.845238, 0.566667, 0.940594, 0.694915, 0.959459, 1.000000, 0.754098, 0.758065, 0.933333, 0.898734, 0.783784, 
102.0, 0.839286, 0.566667, 0.940594, 0.677966, 0.959459, 1.000000, 0.754098, 0.758065, 0.933333, 0.886076, 0.783784, 
108.0, 0.833333, 0.566667, 0.940594, 0.661017, 0.959459, 1.000000, 0.737705, 0.758065, 0.933333, 0.886076, 0.783784, 
113.0, 0.827381, 0.566667, 0.930693, 0.661017, 0.945946, 1.000000, 0.737705, 0.758065, 0.916667, 0.873418, 0.783784, 
115.0, 0.821429, 0.533333, 0.930693, 0.644068, 0.945946, 1.000000, 0.721311, 0.741935, 0.916667, 0.873418, 0.770270, 
117.0, 0.815476, 0.533333, 0.920792, 0.644068, 0.945946, 1.000000, 0.704918, 0.725806, 0.916667, 0.873418, 0.756757, 
130.0, 0.809524, 0.533333, 0.910891, 0.644068, 0.932432, 0.975000, 0.704918, 0.725806, 0.900000, 0.860759, 0.756757, 
136.0, 0.803571, 0.500000, 0.910891, 0.627119, 0.932432, 0.975000, 0.688525, 0.709677, 0.900000, 0.860759, 0.743243, 
137.0, 0.797619, 0.500000, 0.910891, 0.610169, 0.932432, 0.975000, 0.688525, 0.709677, 0.900000, 0.848101, 0.743243, 
147.0, 0.791667, 0.500000, 0.900990, 0.610169, 0.918919, 0.950000, 0.688525, 0.709677, 0.883333, 0.835443, 0.743243, 
149.0, 0.779762, 0.500000, 0.881188, 0.610169, 0.891892, 0.925000, 0.688525, 0.709677, 0.850000, 0.822785, 0.729730, 
150.0, 0.773810, 0.500000, 0.871287, 0.610169, 0.878378, 0.925000, 0.688525, 0.693548, 0.850000, 0.822785, 0.716216, 
161.0, 0.767857, 0.500000, 0.871287, 0.593220, 0.878378, 0.925000, 0.688525, 0.693548, 0.850000, 0.822785, 0.716216, 
163.0, 0.761905, 0.500000, 0.871287, 0.576271, 0.878378, 0.925000, 0.672131, 0.693548, 0.850000, 0.810127, 0.716216, 
174.0, 0.755952, 0.466667, 0.871287, 0.559322, 0.878378, 0.925000, 0.672131, 0.677419, 0.850000, 0.810127, 0.702703, 
181.0, 0.750000, 0.466667, 0.871287, 0.542373, 0.878378, 0.925000, 0.655738, 0.677419, 0.850000, 0.797468, 0.702703, 
191.0, 0.744048, 0.466667, 0.861386, 0.542373, 0.878378, 0.925000, 0.639344, 0.677419, 0.850000, 0.784810, 0.702703, 
196.0, 0.738095, 0.466667, 0.851485, 0.542373, 0.878378, 0.925000, 0.622951, 0.661290, 0.850000, 0.784810, 0.689189, 
200.0, 0.732143, 0.466667, 0.841584, 0.542373, 0.864865, 0.925000, 0.622951, 0.661290, 0.850000, 0.772152, 0.689189, 
202.0, 0.726190, 0.433333, 0.841584, 0.525424, 0.864865, 0.925000, 0.606557, 0.645161, 0.850000, 0.772152, 0.675676, 
214.0, 0.720238, 0.433333, 0.831683, 0.525424, 0.851351, 0.925000, 0.606557, 0.645161, 0.850000, 0.759494, 0.675676, 
224.0, 0.714286, 0.400000, 0.831683, 0.508475, 0.851351, 0.925000, 0.606557, 0.629032, 0.850000, 0.759494, 0.662162, 
236.0, 0.708333, 0.400000, 0.821782, 0.508475, 0.851351, 0.925000, 0.606557, 0.612903, 0.850000, 0.759494, 0.648649, 
246.0, 0.702381, 0.366667, 0.821782, 0.491525, 0.851351, 0.925000, 0.590164, 0.596774, 0.850000, 0.759494, 0.635135, 
261.0, 0.696429, 0.366667, 0.811881, 0.491525, 0.837838, 0.900000, 0.590164, 0.596774, 0.833333, 0.759494, 0.621622, 
274.0, 0.690476, 0.333333, 0.811881, 0.474576, 0.837838, 0.900000, 0.573770, 0.580645, 0.833333, 0.759494, 0.608108, 
290.0, 0.684524, 0.333333, 0.811881, 0.474576, 0.824324, 0.900000, 0.573770, 0.564516, 0.833333, 0.759494, 0.594595, 
306.0, 0.678571, 0.333333, 0.801980, 0.474576, 0.810811, 0.900000, 0.573770, 0.564516, 0.816667, 0.746835, 0.594595, 
321.0, 0.672619, 0.333333, 0.801980, 0.457627, 0.810811, 0.900000, 0.573770, 0.564516, 0.816667, 0.734177, 0.594595, 
330.0, 0.666667, 0.333333, 0.792079, 0.457627, 0.810811, 0.900000, 0.557377, 0.548387, 0.816667, 0.734177, 0.581081, 
