time, entire-set, r1_l, r1_r, r2_l, r2_r, 
37.0, 0.988889, 1.000000, 1.000000, 0.970588, 1.000000, 
40.0, 0.977778, 1.000000, 1.000000, 0.941176, 1.000000, 
49.0, 0.966667, 1.000000, 0.975000, 0.911765, 1.000000, 
55.0, 0.944444, 1.000000, 0.925000, 0.852941, 1.000000, 
63.0, 0.933333, 1.000000, 0.900000, 0.823529, 1.000000, 
64.0, 0.922222, 1.000000, 0.875000, 0.794118, 1.000000, 
67.0, 0.900000, 1.000000, 0.825000, 0.764706, 0.972222, 
69.0, 0.888889, 1.000000, 0.825000, 0.764706, 0.972222, 
77.0, 0.877778, 0.967742, 0.825000, 0.764706, 0.972222, 
83.0, 0.866667, 0.967742, 0.800000, 0.735294, 0.972222, 
84.0, 0.855556, 0.967742, 0.800000, 0.705882, 0.972222, 
86.0, 0.844444, 0.967742, 0.775000, 0.676471, 0.972222, 
87.0, 0.833333, 0.967742, 0.775000, 0.676471, 0.944444, 
88.0, 0.822222, 0.967742, 0.750000, 0.647059, 0.944444, 
89.0, 0.811111, 0.935484, 0.750000, 0.647059, 0.916667, 
94.0, 0.800000, 0.935484, 0.725000, 0.617647, 0.916667, 
100.0, 0.788889, 0.935484, 0.725000, 0.617647, 0.916667, 
102.0, 0.777778, 0.935484, 0.700000, 0.588235, 0.916667, 
103.0, 0.766667, 0.935484, 0.700000, 0.558824, 0.916667, 
104.0, 0.744444, 0.935484, 0.650000, 0.529412, 0.888889, 
107.0, 0.733333, 0.935484, 0.625000, 0.500000, 0.888889, 
108.0, 0.722222, 0.935484, 0.600000, 0.500000, 0.861111, 
111.0, 0.700000, 0.935484, 0.575000, 0.470588, 0.833333, 
114.0, 0.688889, 0.935484, 0.550000, 0.470588, 0.833333, 
117.0, 0.666667, 0.903226, 0.525000, 0.441176, 0.833333, 
118.0, 0.644444, 0.903226, 0.475000, 0.411765, 0.805556, 
119.0, 0.633333, 0.903226, 0.475000, 0.411765, 0.805556, 
121.0, 0.622222, 0.903226, 0.450000, 0.382353, 0.805556, 
123.0, 0.611111, 0.903226, 0.425000, 0.352941, 0.805556, 
125.0, 0.600000, 0.903226, 0.425000, 0.352941, 0.805556, 
129.0, 0.588889, 0.903226, 0.400000, 0.352941, 0.777778, 
130.0, 0.577778, 0.903226, 0.375000, 0.352941, 0.750000, 
132.0, 0.555556, 0.870968, 0.350000, 0.323529, 0.722222, 
136.0, 0.544444, 0.870968, 0.350000, 0.323529, 0.694444, 
137.0, 0.533333, 0.838710, 0.350000, 0.323529, 0.694444, 
145.0, 0.522222, 0.838710, 0.350000, 0.323529, 0.694444, 
146.0, 0.511111, 0.838710, 0.325000, 0.294118, 0.694444, 
151.0, 0.500000, 0.838710, 0.300000, 0.294118, 0.666667, 
154.0, 0.488889, 0.838710, 0.300000, 0.294118, 0.638889, 
157.0, 0.455556, 0.806452, 0.250000, 0.235294, 0.638889, 
161.0, 0.444444, 0.806452, 0.250000, 0.205882, 0.638889, 
167.0, 0.433333, 0.806452, 0.225000, 0.176471, 0.638889, 
168.0, 0.422222, 0.806452, 0.200000, 0.147059, 0.638889, 
169.0, 0.411111, 0.806452, 0.175000, 0.117647, 0.638889, 
173.0, 0.400000, 0.806452, 0.150000, 0.088235, 0.638889, 
178.0, 0.388889, 0.806452, 0.125000, 0.058824, 0.638889, 
179.0, 0.355556, 0.774194, 0.100000, 0.058824, 0.555556, 
181.0, 0.344444, 0.774194, 0.075000, 0.029412, 0.555556, 
185.0, 0.333333, 0.741935, 0.075000, 0.029412, 0.555556, 
187.0, 0.322222, 0.709677, 0.075000, 0.029412, 0.555556, 
190.0, 0.311111, 0.677419, 0.075000, 0.029412, 0.527778, 
191.0, 0.300000, 0.677419, 0.050000, 0.029412, 0.527778, 
193.0, 0.288889, 0.645161, 0.050000, 0.029412, 0.500000, 
202.0, 0.277778, 0.645161, 0.025000, 0.000000, 0.500000, 
205.0, 0.266667, 0.645161, 0.000000, 0.000000, 0.472222, 
206.0, 0.255556, 0.612903, 0.000000, 0.000000, 0.444444, 
210.0, 0.244444, 0.612903, 0.000000, 0.000000, 0.444444, 
212.0, 0.233333, 0.580645, 0.000000, 0.000000, 0.416667, 
217.0, 0.222222, 0.580645, 0.000000, 0.000000, 0.388889, 
223.0, 0.211111, 0.548387, 0.000000, 0.000000, 0.361111, 
229.0, 0.200000, 0.516129, 0.000000, 0.000000, 0.333333, 

